nameseq,fickett_score-ORF,fickett_score-full-sequence,label
P93,0.3516,0.23483,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P94,0.6926,0.23834,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P95,0.7904,0.337,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P96,0.6241,0.24847,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P97,0.5761000000000001,0.24522999999999998,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P98,0.7682,0.33172999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P99,0.6869000000000001,0.27427,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P100,0.8356,0.33125,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P101,0.4294,0.28882,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P102,0.8514999999999999,0.36718,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P103,0.38070000000000004,0.25903000000000004,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P104,0.5959,0.32926,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P105,0.9028999999999999,0.33166,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P106,0.9067,0.38734999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P107,0.8933,0.35514999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P108,0.35760000000000003,0.25231000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P109,0.8299,0.36718,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P110,0.7555,0.33455,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P111,0.5238,0.25505,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P112,0.514,0.23948,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P113,0.6291,0.26194,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P114,0.5819,0.27895000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P115,0.472,0.22849,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P116,0.6803,0.38448,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P117,0.7513,0.23104,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P118,0.5603,0.28567000000000004,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P119,0.7179000000000001,0.274,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P120,0.5508,0.26762,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P121,0.6708999999999999,0.37021000000000004,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P122,0.7885,0.38545,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P123,0.7113999999999999,0.35801000000000005,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P124,0.4788,0.24737,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P125,0.7309,0.36717999999999995,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P126,0.785,0.38273999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P127,0.8424999999999999,0.39526999999999995,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P128,0.7311,0.27761,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P129,0.4749,0.25739,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P130,0.9632000000000001,0.33926,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P131,0.9841,0.40037,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P132,0.4512,0.28225,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P133,0.5641,0.22174,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P134,0.5376,0.3469,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P135,0.3516,0.23483,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P136,0.7311,0.27761,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P137,0.7875,0.38071,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P138,0.7134999999999999,0.35641,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P139,0.8170000000000001,0.34550000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P140,0.3516,0.23483,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P141,0.6118,0.34456,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P142,0.5725,0.23554999999999998,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P143,0.8976999999999999,0.38548,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P144,0.9876,0.38839,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P145,1.0175,0.34678,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P146,0.7161000000000001,0.2554,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P147,0.8273999999999999,0.34783,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P148,0.4204,0.21557,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P149,0.6058,0.32708000000000004,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P150,0.9901,0.40417,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P151,0.8742,0.35187999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P152,0.663,0.34714,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P153,0.7402000000000001,0.22941999999999999,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P154,0.9532999999999999,0.35212,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P155,0.5027999999999999,0.25649,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P156,0.6945,0.2554,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P157,0.9703,0.34765,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P158,0.49150000000000005,0.27033999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P159,0.8678,0.3346,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P160,0.9468,0.33059,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P161,0.5388,0.24413,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P162,0.7204,0.3422,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P163,0.9352999999999999,0.35459,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P164,0.44739999999999996,0.28046000000000004,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P165,0.5307000000000001,0.2647,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P166,0.8944,0.35852,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P167,0.37470000000000003,0.24155,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P168,0.6509,0.33672,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P169,0.7252,0.37651,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P170,0.897,0.40212,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P171,0.5949,0.24974,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P172,0.6776,0.36358999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P173,0.7815,0.32301,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P174,0.6806,0.32530000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P175,0.6289,0.3338,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P176,0.8035,0.33476,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P177,0.36360000000000003,0.25832000000000005,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P178,0.8833,0.35419,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P179,0.8035,0.33476,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P180,0.8035,0.33476,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P181,0.9177,0.37643000000000004,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P182,0.38759999999999994,0.26744,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P183,0.6138,0.27811,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P184,0.8188,0.38395,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P185,0.594,0.31397,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P186,0.7074,0.27997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P187,0.35760000000000003,0.25231000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P188,0.9703,0.34765,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P189,0.7277,0.34585,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P190,0.5436,0.36438000000000004,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P191,0.5238,0.25505,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P192,0.8619,0.39726,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P193,0.5423,0.32761,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P194,0.8041999999999999,0.36434,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P195,0.5304,0.26345,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P196,0.7324,0.32782999999999995,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P197,0.9373,0.36662,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P198,0.8139,0.38395,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P199,0.3852,0.23993,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P200,0.5982,0.36760000000000004,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P201,0.8502,0.35644,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P202,0.4938,0.24903999999999998,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P203,0.47350000000000003,0.2536,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P204,0.5659000000000001,0.24034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P205,0.6716,0.35758,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P206,0.6761,0.33848,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P207,0.5289,0.24609999999999999,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P208,0.7691,0.28825,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P209,0.8079999999999999,0.36022,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P210,0.6608999999999999,0.36946,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P211,0.7802,0.35522,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P212,0.7254,0.27161,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P213,0.7072,0.34922,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P214,0.7351,0.36712,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P215,0.6058,0.32708000000000004,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P216,0.675,0.24086,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P217,0.6524,0.34577,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P218,0.5672999999999999,0.36202,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P219,0.4647,0.2812,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P220,0.49970000000000003,0.26497,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P221,0.9528,0.34807,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P222,0.8227,0.35150000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P223,0.9652999999999999,0.37561,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P224,0.76,0.33163,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P225,0.5801999999999999,0.37596,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P226,0.7906,0.37317999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P227,0.9061,0.32638999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P228,0.7204,0.3422,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P229,0.6363,0.30626,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P230,0.45589999999999997,0.27544,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P231,0.8469,0.37017,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P232,0.9471999999999999,0.34092999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P233,1.0055,0.32328999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P234,0.6665,0.29662,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P235,0.6219,0.27758,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P236,0.4173,0.28256,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P237,0.5042,0.25955,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P238,0.656,0.28312000000000004,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P239,0.7628999999999999,0.37017,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P240,0.8192,0.34041999999999994,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P241,0.7233999999999999,0.34364,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P242,0.7204,0.3422,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P243,0.8997,0.38478999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P244,0.532,0.28045,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P245,0.9136,0.36898,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P246,0.8946,0.37693,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P247,0.4881,0.28718,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P248,0.7469,0.301,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P249,0.7967,0.31399,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P250,0.8764,0.38905,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P251,0.8220000000000001,0.37909,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P252,0.9456,0.3611,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P253,0.5597,0.2917,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P254,0.4032,0.24775,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P255,0.38669999999999993,0.26504,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P256,0.5189,0.23978,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P257,0.8765999999999999,0.38529,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P258,0.9616,0.37222,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P259,0.7762000000000001,0.25291,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P260,0.9796,0.36385999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P261,0.7851,0.35552,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P262,0.6475,0.33662000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P263,0.3516,0.23483,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P264,0.8729,0.38634,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P265,0.8457,0.36407,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P266,0.8131,0.38549,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P267,0.6668999999999999,0.38694,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P268,0.9632000000000001,0.33926,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P269,0.9256,0.34092999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P270,0.8853,0.35350000000000004,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P271,0.6654,0.24488,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P272,0.4590000000000001,0.26077,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P273,0.7484999999999999,0.36466,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P274,0.3516,0.23483,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P275,0.805,0.35987,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P276,0.7726,0.34132999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P277,0.9351999999999999,0.35058999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P278,0.6896,0.34922,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P279,0.7255999999999999,0.36683,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P280,0.6746,0.30782,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P281,0.7189,0.31709,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P282,0.4383,0.27796000000000004,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P283,0.5889,0.27283,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P284,0.7914,0.32433999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P285,0.9992000000000001,0.36275,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P286,0.6394,0.33218000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P287,0.779,0.36526000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P288,0.5448,0.26161,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P289,0.7936,0.33673,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P290,0.8916999999999999,0.368,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P291,0.9187,0.33472999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P292,0.8545,0.34101,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P293,0.7144,0.33619,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P294,0.9124,0.38581,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P295,0.7744,0.36292,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P296,0.8424999999999999,0.39526999999999995,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P297,0.9412999999999999,0.35839,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P298,0.7513,0.23104,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P299,0.7659,0.38071,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P300,0.8127,0.35932,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P301,0.864,0.35941,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P302,0.4728,0.27634000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P303,0.9652999999999999,0.37561,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
