nameseq,k1,k2,k3,k4,k5,label
P16,1.950212064914747,3.4841837197791885,3.9321380397593764,3.9477027792200903,3.969815782426811,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P17,1.0488412604661608,1.9814963295286754,2.5637169871277967,2.9693894195291564,3.1462863706621045,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P18,1.7057328617496865,3.1037016960573482,3.7871439606981414,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P19,1.9387084972868343,3.6841837197791887,4.142664355548851,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P20,1.7763318528003076,3.1464393446710153,3.932138039759377,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P21,1.9133718793992402,3.308694969562842,3.932138039759377,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P22,1.5537631144722455,2.8841837197791884,3.8268748818646396,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P23,1.7814164026211206,2.908694969562842,3.6818808028034042,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P24,1.7502248772852351,2.9414460711655215,3.642149881636906,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P25,1.7004448031130073,2.9282129458410013,3.7216117239699025,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P26,1.873562518512994,3.4464393446710155,4.142664355548851,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P27,1.6464417904241375,2.7841837197791888,3.6818808028034047,3.9477027792200903,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P28,1.9387084972868345,3.4841837197791885,3.9321380397593773,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P29,1.5723516633085879,2.8659573209491747,3.5766176449086675,3.794653473544342,3.8521687236032816,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P30,1.9173570203484227,3.4219280948873623,3.932138039759377,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P31,1.684185736908434,3.003701696057348,3.6818808028034047,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P32,1.509968612636817,2.384183719779189,3.010570934268484,3.4138338639736006,3.6168746059562227,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P33,1.1182751607709762,2.0814963295286755,2.752855305203233,3.3082708345352603,3.734521664779752,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P34,1.7763318528003076,3.2464393446710154,3.932138039759377,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P35,1.873562518512994,3.384183719779189,4.142664355548851,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P36,1.684185736908434,3.046439344671015,3.932138039759377,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P37,1.9035239700887407,3.4841837197791885,3.892407118592878,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P38,1.7502248772852351,3.341446071165522,3.932138039759377,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P39,1.8841729245379457,3.321928094887362,4.0374011976541135,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P40,1.873562518512994,3.6219280948873624,4.142664355548851,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P41,1.9173570203484227,3.2841837197791888,4.0374011976541135,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P42,1.760835283310187,2.946439344671015,3.6818808028034047,3.9477027792200903,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P43,1.9347154954246264,3.4086949695628417,4.0374011976541135,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P44,1.4937095464322434,2.8709505944546683,3.4713544870139303,3.9477027792200903,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P45,1.7821867602485988,3.1086949695628423,3.6818808028034042,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P46,1.7502248772852351,3.203701696057348,3.932138039759377,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P47,1.684185736908434,3.021928094887362,3.6818808028034047,3.836591668108979,3.8521687236032816,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P48,1.9387084972868343,3.4841837197791885,4.0374011976541135,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P49,1.7230913368258902,3.0037016960573477,3.7871439606981414,3.9477027792200903,3.969815782426811,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P50,1.9814035902506322,3.384183719779189,4.142664355548851,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P51,1.956066972363038,3.5841837197791886,4.142664355548851,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P52,1.7821867602485986,3.346439344671015,4.142664355548851,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P53,1.7821867602485986,3.246439344671015,4.0374011976541135,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P54,1.956066972363038,3.408694969562842,3.932138039759377,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P55,1.648238712995888,2.9086949695628417,3.5766176449086675,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P56,1.7047668562193676,3.2086949695628424,3.892407118592878,3.9477027792200903,3.969815782426811,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P57,1.995236640510314,3.5841837197791886,4.142664355548851,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P58,1.6909338059596861,3.1037016960573482,3.8924071185928786,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P59,1.8628214475995342,3.108694969562842,3.826874881864639,3.836591668108979,3.8521687236032816,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P60,1.956066972363038,3.1841837197791887,3.6818808028034042,3.9477027792200903,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P61,1.873562518512994,3.2086949695628415,3.6818808028034042,3.836591668108979,3.8521687236032816,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P62,1.9699000226227197,3.5841837197791886,4.142664355548851,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P63,1.9347154954246264,3.3464393446710154,4.0374011976541135,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P64,1.8221189251103274,3.2841837197791888,4.142664355548851,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P65,1.860828877124943,3.3841837197791884,3.892407118592878,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P66,1.9387084972868345,3.0086949695628418,3.721611723969903,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P67,1.9814035902506322,3.1219280948873624,3.8268748818646396,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P68,1.6644977792004616,3.065957320949175,3.7871439606981414,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P69,1.995236640510314,3.346439344671015,4.0374011976541135,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P70,1.83748482971194,3.1414460711655217,3.932138039759377,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P71,1.9387084972868345,3.621928094887362,4.247927513443588,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P72,1.4079824483474699,2.6609640474436813,3.4316235658474317,3.9477027792200903,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P73,1.956066972363038,3.584183719779189,4.0374011976541135,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P74,1.873562518512994,3.303701696057348,4.0374011976541135,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P75,1.860828877124943,3.346439344671015,3.932138039759377,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P76,1.956066972363038,3.721928094887362,4.142664355548851,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P77,1.9814035902506322,3.2841837197791888,4.0374011976541135,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P78,1.9387084972868343,3.3841837197791884,3.932138039759377,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P79,1.7423773993623528,3.1709505944546685,3.932138039759377,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P80,1.8221189251103274,3.3414460711655214,4.0374011976541135,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P81,1.437181403208764,2.5609640474436812,3.3263604079526954,3.725480556997868,3.969815782426811,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P82,1.9814035902506322,3.2414460711655213,4.0374011976541135,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P83,1.7814164026211206,3.046439344671015,3.8268748818646396,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P84,1.9699000226227195,3.4841837197791885,4.142664355548851,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P85,1.7423773993623528,2.9841837197791885,3.7216117239699025,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P86,1.8047604500341237,3.2464393446710154,4.0374011976541135,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P87,1.6644977792004616,3.108694969562842,3.82687488186464,3.836591668108979,3.8521687236032816,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P88,1.9173570203484227,3.446439344671016,4.0374011976541135,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P89,1.6411537317874583,3.003701696057348,3.642149881636906,3.9477027792200903,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P90,1.6909338059596861,3.1464393446710157,3.7871439606981414,3.9477027792200903,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P91,1.9387084972868343,3.4464393446710155,4.0374011976541135,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P92,1.5492111247114508,2.739353872167201,3.4713544870139303,3.7946534735443422,3.969815782426811,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P93,1.549211124711451,2.708694969562842,3.47135448701393,3.725480556997868,3.8521687236032816,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P94,1.91337187939924,3.2841837197791888,3.8924071185928786,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P95,1.4411665441579466,2.821928094887362,3.7216117239699025,3.9477027792200903,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P96,1.9173570203484227,3.3464393446710154,4.247927513443588,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P97,1.83748482971194,3.3086949695628416,4.0374011976541135,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P98,1.7763318528003076,3.0841837197791886,3.9321380397593764,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P99,1.903523970088741,2.9841837197791885,3.5766176449086675,3.836591668108979,3.969815782426811,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P100,1.9387084972868343,3.2841837197791888,4.0374011976541135,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P101,1.8909209935891977,3.3464393446710154,4.142664355548851,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P102,1.938708497286834,3.3464393446710154,3.932138039759377,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P103,1.6464417904241375,2.939353872167201,3.7871439606981414,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P104,1.3787834934861756,2.4954618442383216,3.4316235658474317,3.836591668108979,3.969815782426811,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P105,1.6644977792004616,2.9016094970590274,3.4263674884732285,3.794653473544342,3.969815782426811,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P106,1.995236640510314,3.546439344671015,4.142664355548851,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P107,1.8190269457641057,3.2464393446710154,3.7871439606981414,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P108,1.6909338059596861,3.203701696057348,3.8924071185928786,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P109,1.9387084972868345,3.446439344671015,4.037401197654114,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P110,1.9173570203484227,3.408694969562842,3.6818808028034042,3.9477027792200903,3.969815782426811,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P111,1.9387084972868345,3.4841837197791885,4.247927513443588,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P112,1.3566695198333112,2.6037016960573482,3.3005590923909547,3.836591668108979,3.969815782426811,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P113,1.9387084972868343,3.5841837197791886,4.0374011976541135,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P114,1.7763318528003076,2.9841837197791885,3.5368867237421693,3.794653473544342,3.969815782426811,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P115,1.860828877124943,2.9841837197791885,3.82687488186464,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P116,1.903523970088741,3.346439344671015,4.0374011976541135,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P117,1.7849418274376427,3.208694969562842,3.721611723969903,3.9477027792200903,3.969815782426811,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P118,1.8909209935891977,3.4219280948873627,3.9976702764876153,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P119,1.832859996023787,3.1841837197791887,4.0374011976541135,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P120,1.7256507561120937,3.1841837197791887,3.7216117239699025,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P121,1.9814035902506322,3.5464393446710156,4.142664355548851,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P122,1.9699000226227197,3.546439344671015,4.247927513443588,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P123,1.91337187939924,3.1841837197791887,3.7871439606981414,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P124,1.9387084972868343,3.2464393446710154,3.932138039759377,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P125,1.873562518512994,3.341446071165522,3.8268748818646396,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P126,1.9347154954246264,3.5219280948873624,3.932138039759377,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P127,1.9814035902506322,3.384183719779189,4.0374011976541135,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P128,1.8628214475995342,3.5464393446710156,3.8268748818646396,3.9477027792200903,3.969815782426811,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P129,1.5099686126368168,2.6638651219508542,3.431623565847432,3.836591668108979,3.8521687236032816,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P130,1.9173570203484227,3.046439344671015,3.932138039759377,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P131,1.995236640510314,3.4841837197791885,4.0374011976541135,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P132,1.6464417904241375,3.103701696057348,3.8268748818646396,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P133,1.572351663308588,2.7037016960573483,3.2866294867861963,3.794653473544342,3.969815782426811,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P134,1.8423709931771088,3.2841837197791888,4.0374011976541135,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P135,1.4180260055608096,2.708694969562842,3.366091329119193,3.836591668108979,3.969815782426811,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P136,1.9387084972868343,3.446439344671015,3.8924071185928786,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P137,1.956066972363038,3.6841837197791887,4.247927513443588,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P138,1.873562518512994,3.1464393446710157,3.932138039759377,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P139,1.832859996023787,3.446439344671015,4.142664355548851,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P140,1.8423709931771088,3.1464393446710153,3.932138039759377,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P141,1.83748482971194,3.408694969562842,4.0374011976541135,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P142,1.8047604500341237,2.8709505944546683,3.576617644908667,3.836591668108979,3.969815782426811,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P143,1.9814035902506322,3.170950594454669,3.8268748818646396,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P144,1.9814035902506322,3.546439344671015,4.0374011976541135,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P145,1.83748482971194,3.446439344671015,4.0374011976541135,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P146,1.9387084972868345,3.3464393446710154,3.721611723969903,3.836591668108979,3.8521687236032816,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P147,1.903523970088741,3.221928094887362,3.932138039759377,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P148,1.7763318528003076,2.903701696057348,3.6818808028034042,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P149,1.7057328617496865,3.1393538721672005,3.721611723969903,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P150,1.9814035902506322,3.4464393446710155,4.0374011976541135,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P151,1.903523970088741,3.4086949695628417,3.932138039759377,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P152,1.9347154954246264,3.3841837197791884,3.8924071185928786,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P153,1.903523970088741,3.446439344671015,4.0374011976541135,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P154,1.7763318528003076,3.208694969562842,3.82687488186464,3.9477027792200903,3.969815782426811,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P155,1.9699000226227197,3.384183719779189,3.932138039759377,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P156,1.9387084972868343,3.384183719779189,3.7216117239699034,3.9477027792200903,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P157,1.8328599960237872,3.2464393446710154,3.721611723969903,3.9477027792200903,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P158,1.6411537317874583,2.663865121950854,3.4316235658474326,3.836591668108979,3.8521687236032816,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P159,1.903523970088741,3.2709505944546686,4.0374011976541135,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P160,1.9133718793992402,3.2841837197791888,4.0374011976541135,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P161,1.4079824483474699,2.5804820237218404,3.326360407952695,3.794653473544342,3.969815782426811,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P162,1.7464353842388936,3.139353872167201,3.7871439606981414,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P163,1.9173570203484227,3.2841837197791883,4.142664355548851,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P164,1.9347154954246264,3.2841837197791888,3.932138039759377,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P165,1.5190461643198376,2.8709505944546683,3.932138039759377,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P166,1.832859996023787,3.484183719779189,3.932138039759377,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P167,1.7057328617496865,3.039353872167201,3.5316306463679648,3.9057645846554534,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P168,1.956066972363038,3.384183719779189,4.0374011976541135,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P169,1.956066972363038,3.446439344671015,4.142664355548851,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P170,1.9387084972868345,3.1464393446710153,3.8268748818646396,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P171,1.832859996023787,3.270950594454668,4.142664355548851,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P172,1.83748482971194,3.2037016960573483,3.7216117239699025,3.9057645846554534,3.969815782426811,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P173,1.8190269457641057,3.046439344671015,3.6421498816369064,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P174,1.7170407814747584,3.065957320949175,3.932138039759377,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P175,1.6004512092982517,2.5577174691301483,3.221097250057958,3.614369445886757,3.969815782426811,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P176,1.83748482971194,3.221928094887362,3.892407118592878,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P177,1.83748482971194,3.0464393446710147,3.6818808028034042,4.058813890331201,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P178,1.8841729245379457,3.2841837197791888,4.0374011976541135,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P179,1.4519076150714065,2.7037016960573483,3.6818808028034042,3.9477027792200903,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P180,1.860828877124943,3.2841837197791888,3.7871439606981414,3.9477027792200903,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P181,1.9699000226227197,3.5841837197791886,4.142664355548851,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P182,1.9699000226227197,3.5841837197791886,4.247927513443588,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P183,1.9699000226227197,3.484183719779189,4.247927513443588,4.169925001442313,4.08746284125034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
