P28,1,0,-1,0,1,2,1,2,1,0,-1,-2,-1,0,-1,-2,-3,-4,-5,-4,-3,-2,-1,-2,-1,0,1,2,3,4,5,-1,-2,-3,-2,-3,-2,-1,-2,-3,-4,-5,-4,-3,-4,-3,-4,-5,-4,-3,-2,-1,0,1,2,3,2,3,4,3,4,5,-1,0,1,2,1,2,1,0,1,2,3,2,3,2,1,2,3,2,1,2,3,4,5,4,5,4,5,6,5,6,7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P29,1,0,-1,-2,-1,0,1,2,1,2,1,0,-1,0,1,0,-1,-2,-1,0,1,2,3,4,3,4,3,2,1,0,1,-1,-2,-1,-2,-1,0,-1,-2,-1,-2,-1,0,-1,-2,-1,-2,-3,-2,-1,0,-1,0,1,2,1,2,1,2,1,0,-1,-1,0,-1,0,1,2,1,0,-1,-2,-3,-4,-3,-4,-3,-2,-1,-2,-1,0,-1,0,1,2,3,4,5,4,5,6,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P30,1,2,3,2,1,2,1,2,3,4,5,6,5,6,5,4,3,4,5,6,5,6,5,4,5,4,5,6,7,8,7,-1,0,1,2,1,0,-1,-2,-3,-4,-3,-2,-3,-2,-1,-2,-1,0,-1,-2,-3,-2,-3,-2,-3,-4,-3,-2,-3,-2,-3,-1,0,1,0,1,0,1,0,-1,-2,-1,0,1,2,1,2,1,2,1,0,1,2,3,2,1,2,3,4,3,4,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P31,-1,-2,-3,-2,-3,-4,-5,-4,-5,-4,-5,-4,-3,-2,-3,-4,-5,-4,-3,-2,-3,-4,-5,-6,-5,-6,-5,-4,-5,-6,-5,-1,-2,-3,-4,-3,-2,-1,-2,-1,-2,-1,0,-1,-2,-3,-4,-3,-4,-3,-4,-5,-4,-3,-4,-5,-4,-3,-4,-5,-6,-7,1,2,3,2,1,0,-1,-2,-3,-4,-5,-4,-5,-6,-5,-4,-5,-6,-5,-6,-5,-6,-7,-6,-7,-8,-7,-8,-7,-6,-7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P32,-1,-2,-1,-2,-1,0,-1,-2,-1,0,1,0,-1,-2,-3,-4,-3,-2,-3,-2,-1,0,1,2,1,0,1,0,-1,0,-1,-1,0,1,0,1,2,1,0,1,2,1,2,1,0,-1,-2,-1,-2,-3,-2,-3,-2,-1,-2,-3,-2,-1,-2,-3,-2,-1,1,0,1,2,3,4,5,6,7,8,7,6,7,8,9,10,11,10,11,12,11,12,13,12,13,12,13,14,15,16,15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P33,1,2,1,2,3,4,3,2,1,2,3,4,5,4,3,2,3,2,1,2,3,4,3,4,5,4,3,4,3,2,1,-1,-2,-1,0,-1,0,1,0,-1,0,1,0,1,0,1,0,-1,-2,-3,-4,-5,-4,-3,-4,-5,-6,-7,-8,-9,-8,-7,-1,-2,-3,-2,-3,-2,-3,-2,-1,0,1,0,1,2,1,2,1,2,3,2,1,2,1,0,-1,0,1,0,1,0,-1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P34,-1,0,-1,-2,-3,-2,-3,-2,-3,-2,-1,0,-1,-2,-3,-4,-3,-2,-3,-4,-5,-6,-5,-6,-5,-6,-7,-8,-9,-10,-11,-1,-2,-3,-2,-1,-2,-1,-2,-1,-2,-1,-2,-3,-4,-3,-4,-3,-2,-1,0,-1,0,-1,0,1,0,1,2,1,0,1,1,0,1,0,-1,-2,-3,-4,-5,-6,-5,-6,-5,-4,-5,-4,-3,-2,-3,-4,-3,-4,-5,-6,-5,-4,-5,-6,-5,-4,-5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P35,1,0,-1,-2,-3,-2,-1,-2,-3,-2,-1,0,-1,-2,-1,-2,-3,-4,-3,-2,-1,0,1,0,-1,-2,-3,-2,-3,-2,-3,1,2,1,0,1,0,-1,-2,-1,0,1,0,-1,0,1,0,1,0,-1,-2,-1,-2,-3,-4,-3,-2,-3,-4,-5,-6,-7,1,0,1,2,1,0,-1,0,-1,0,1,0,1,0,1,2,1,2,1,0,1,0,-1,0,-1,-2,-1,-2,-1,-2,-1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P36,1,0,1,2,3,2,1,0,1,0,-1,0,1,2,1,0,-1,0,1,2,1,2,1,0,1,0,1,0,1,0,1,1,2,1,0,1,0,1,2,3,2,3,4,5,6,5,4,3,2,3,2,1,0,-1,-2,-1,-2,-1,-2,-1,-2,-1,1,0,-1,-2,-1,0,-1,-2,-1,0,-1,0,1,2,3,4,5,4,5,4,5,4,5,6,7,8,9,10,11,12,13,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P37,-1,-2,-3,-2,-3,-4,-3,-4,-5,-4,-5,-6,-5,-4,-3,-4,-3,-4,-5,-4,-5,-4,-5,-6,-5,-6,-7,-6,-7,-8,-9,-1,-2,-3,-2,-1,-2,-1,-2,-3,-2,-3,-4,-5,-6,-5,-6,-7,-8,-9,-10,-9,-10,-9,-8,-7,-8,-9,-10,-11,-10,-9,1,2,3,4,3,4,5,6,7,8,9,10,9,8,9,10,9,10,11,10,9,8,7,6,7,8,9,8,9,8,7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P38,1,2,1,0,1,0,-1,-2,-3,-4,-3,-4,-3,-4,-3,-4,-5,-6,-7,-6,-5,-6,-5,-4,-5,-6,-7,-8,-9,-8,-7,1,2,3,2,1,0,-1,0,1,0,-1,0,1,0,1,0,-1,-2,-1,0,1,0,-1,0,-1,-2,-1,-2,-1,0,1,1,2,1,2,1,2,3,2,1,2,1,0,1,2,3,4,5,6,5,6,7,8,7,8,9,10,9,10,9,10,11,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P39,-1,-2,-3,-2,-3,-2,-3,-4,-3,-4,-3,-4,-5,-6,-5,-6,-7,-8,-7,-8,-9,-10,-9,-10,-9,-10,-11,-12,-13,-12,-11,-1,0,1,0,-1,-2,-3,-2,-1,-2,-1,-2,-3,-4,-5,-6,-7,-6,-5,-4,-3,-2,-1,-2,-3,-2,-3,-2,-1,0,-1,1,0,-1,-2,-1,-2,-1,-2,-1,0,1,2,3,4,3,4,5,4,5,4,3,2,3,4,3,2,3,2,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P40,-1,-2,-1,0,-1,0,1,0,1,0,1,2,1,0,1,0,1,2,1,0,1,0,-1,0,1,2,1,2,1,2,3,1,0,1,2,3,2,1,0,1,0,1,0,-1,-2,-3,-4,-3,-4,-3,-2,-1,0,-1,-2,-1,-2,-1,0,-1,0,1,-1,0,1,2,1,0,-1,0,1,2,3,2,3,4,3,4,5,4,3,2,3,2,3,2,3,2,1,2,3,4,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P41,1,0,-1,0,-1,0,1,0,1,2,3,4,5,6,7,6,5,6,7,6,7,6,7,6,7,6,5,4,3,4,5,1,0,-1,0,-1,0,1,2,3,4,3,4,5,6,7,6,5,4,5,6,7,6,5,4,5,6,5,4,3,4,3,1,2,3,4,5,6,7,6,7,8,7,8,9,10,11,12,13,12,13,12,13,14,13,14,15,14,15,16,17,18,17,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P42,-1,-2,-1,-2,-3,-4,-3,-2,-3,-4,-3,-2,-1,0,1,0,1,0,-1,-2,-3,-2,-1,0,-1,0,1,0,1,0,-1,-1,-2,-1,0,1,2,3,4,3,2,3,4,3,2,1,0,1,0,-1,0,1,2,1,0,1,0,1,0,-1,0,1,1,2,3,2,1,0,1,2,3,4,5,6,5,4,3,4,5,6,7,6,5,6,5,4,3,2,3,4,3,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P43,-1,-2,-1,-2,-3,-2,-3,-4,-5,-4,-5,-4,-5,-6,-5,-6,-5,-4,-5,-4,-5,-6,-5,-6,-7,-6,-7,-6,-5,-4,-3,1,0,1,2,3,2,3,2,1,2,3,4,3,2,1,0,1,0,-1,-2,-1,-2,-1,-2,-3,-2,-1,0,1,0,-1,-1,0,1,0,-1,-2,-3,-2,-1,0,-1,0,1,2,1,2,3,2,3,2,1,2,3,4,5,6,5,6,7,6,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P44,1,2,1,0,-1,0,-1,-2,-3,-4,-3,-2,-1,0,1,0,-1,0,-1,0,1,2,3,2,1,0,-1,-2,-3,-2,-3,1,2,1,2,1,2,1,0,1,0,1,2,1,2,3,2,1,0,1,2,1,2,3,2,3,2,1,0,-1,-2,-1,1,2,3,2,3,4,5,6,5,6,7,8,7,8,9,10,11,10,9,10,9,10,11,12,11,12,13,14,15,14,13,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P45,1,0,1,2,3,4,5,4,3,4,5,4,5,6,5,4,3,4,5,4,3,2,1,2,1,0,1,2,3,4,5,-1,0,-1,-2,-3,-4,-3,-4,-3,-2,-3,-2,-3,-4,-5,-6,-5,-6,-5,-6,-5,-4,-3,-4,-3,-4,-3,-4,-3,-4,-3,-1,-2,-3,-4,-5,-6,-5,-4,-5,-4,-5,-6,-7,-8,-7,-6,-7,-8,-7,-6,-7,-8,-9,-10,-11,-10,-9,-10,-9,-10,-9,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P46,1,2,1,0,-1,0,1,0,1,0,-1,0,-1,-2,-1,-2,-3,-2,-3,-4,-3,-2,-1,-2,-3,-4,-5,-6,-5,-4,-5,1,2,1,2,3,4,5,6,5,4,3,2,3,4,5,4,5,4,3,2,1,0,-1,0,1,2,3,4,3,2,1,1,2,3,2,1,2,3,2,1,2,3,2,1,0,1,2,1,0,1,2,1,0,-1,-2,-3,-4,-5,-6,-7,-8,-7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P47,-1,-2,-1,-2,-1,0,-1,-2,-1,-2,-3,-2,-1,-2,-3,-4,-5,-6,-7,-6,-7,-8,-9,-10,-11,-12,-11,-10,-11,-12,-13,1,0,1,0,1,2,1,0,-1,0,-1,-2,-1,-2,-1,-2,-3,-2,-1,0,1,0,-1,0,1,2,1,2,1,2,1,-1,0,1,2,3,4,5,6,5,4,5,4,5,6,5,6,7,6,5,6,5,6,7,6,5,4,3,4,5,4,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P48,1,2,3,2,3,4,5,6,7,8,9,10,11,10,9,8,9,10,9,10,9,8,7,6,7,8,9,8,7,8,9,1,2,3,4,3,2,3,4,3,4,5,6,7,8,7,6,5,4,3,2,3,4,5,6,7,6,5,6,7,8,9,1,2,3,2,1,0,1,2,1,2,3,4,5,4,5,6,5,4,5,4,3,2,1,0,1,0,-1,-2,-3,-2,-1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P49,1,0,1,0,-1,0,-1,0,-1,-2,-1,0,-1,0,1,0,1,0,1,2,3,4,5,4,3,4,3,2,3,4,3,-1,0,-1,0,1,2,3,4,5,4,5,4,3,4,5,4,3,2,1,0,1,0,1,0,1,2,1,2,1,0,-1,-1,-2,-3,-4,-5,-4,-5,-4,-5,-4,-3,-4,-3,-2,-1,0,-1,0,-1,-2,-1,-2,-1,0,-1,0,1,0,-1,-2,-1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P50,1,0,-1,0,-1,0,1,2,3,2,1,2,3,4,3,2,3,4,5,6,7,8,9,8,7,8,7,6,7,8,7,1,2,1,2,3,4,5,4,5,6,7,8,7,8,7,6,5,6,7,8,9,10,9,8,9,10,11,10,9,8,7,1,0,1,2,1,2,3,2,3,2,1,2,1,2,3,4,3,4,5,6,7,8,7,8,7,8,7,8,7,6,7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P51,-1,-2,-1,-2,-3,-4,-3,-4,-5,-6,-5,-4,-3,-4,-3,-4,-5,-4,-5,-6,-7,-6,-7,-6,-7,-8,-7,-8,-9,-10,-11,1,0,1,0,1,2,1,0,1,2,3,2,3,4,5,4,3,2,1,2,3,4,5,6,7,6,5,4,3,2,1,-1,0,1,2,1,0,-1,0,-1,-2,-1,-2,-1,-2,-1,0,1,0,1,0,-1,0,-1,0,-1,0,-1,0,1,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P52,1,0,-1,-2,-3,-4,-3,-4,-5,-4,-3,-2,-3,-4,-5,-6,-5,-4,-3,-2,-3,-2,-3,-4,-3,-2,-3,-4,-3,-4,-3,1,2,3,2,3,4,3,4,3,2,3,4,3,4,5,4,3,2,1,0,-1,0,1,2,1,0,-1,0,-1,-2,-3,1,0,-1,0,-1,-2,-3,-4,-3,-4,-3,-2,-1,-2,-3,-2,-3,-4,-5,-6,-5,-4,-5,-6,-7,-8,-7,-8,-9,-8,-9,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P53,1,0,-1,0,1,2,1,0,1,0,-1,-2,-1,0,1,0,-1,-2,-3,-2,-3,-4,-3,-4,-3,-2,-1,0,-1,-2,-3,1,0,-1,-2,-1,0,1,2,1,2,1,0,1,2,1,0,-1,0,1,0,-1,-2,-3,-4,-5,-4,-3,-4,-5,-6,-7,1,2,3,2,3,4,3,2,1,0,1,2,3,4,3,4,5,4,3,2,3,4,3,4,3,4,5,4,5,6,7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P54,-1,-2,-3,-2,-3,-4,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,-14,-15,-16,-17,-16,-15,-14,-13,-12,-11,-12,-13,-14,-15,1,2,1,0,1,0,-1,0,-1,0,-1,-2,-3,-4,-3,-4,-5,-6,-7,-6,-5,-4,-3,-2,-3,-2,-1,-2,-3,-4,-3,-1,-2,-1,-2,-3,-2,-3,-4,-3,-4,-3,-2,-1,0,-1,0,1,2,3,2,1,2,3,4,3,4,5,6,7,8,7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
