P11,-1,0,1,0,1,2,1,0,1,0,-1,-2,-3,-4,-5,-4,-5,-6,-7,-8,-9,1,0,-1,0,1,0,1,2,1,2,1,2,1,2,3,4,5,4,5,6,7,-1,-2,-3,-4,-3,-4,-5,-6,-7,-8,-7,-8,-7,-8,-9,-8,-9,-8,-9,-10,-11,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P12,1,0,-1,-2,-3,-4,-3,-2,-3,-4,-5,-6,-7,-8,-7,-8,-9,-10,-11,-10,-9,-1,0,-1,-2,-3,-4,-3,-2,-1,0,-1,0,-1,-2,-3,-4,-5,-4,-5,-6,-5,-1,-2,-1,0,1,2,3,4,3,2,3,2,3,4,3,4,5,4,5,4,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P13,-1,0,1,2,3,4,5,6,7,8,7,6,5,4,5,4,5,4,3,2,1,-1,-2,-3,-4,-5,-4,-3,-4,-5,-4,-5,-6,-5,-4,-5,-6,-7,-6,-5,-6,-7,1,0,-1,-2,-3,-2,-1,-2,-3,-2,-1,0,-1,-2,-3,-2,-3,-4,-5,-4,-3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P14,1,0,-1,-2,-1,-2,-3,-2,-3,-4,-5,-4,-3,-2,-1,0,-1,-2,-1,-2,-3,-1,0,1,2,3,4,3,2,3,2,1,2,1,0,-1,-2,-3,-2,-1,0,1,-1,-2,-3,-4,-3,-4,-3,-4,-5,-4,-3,-2,-3,-4,-5,-6,-5,-6,-5,-6,-7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P15,1,2,1,2,1,2,1,0,-1,-2,-3,-4,-3,-2,-3,-2,-3,-4,-5,-4,-5,1,0,1,2,3,4,5,6,7,8,7,6,7,6,7,6,7,6,5,4,5,1,0,-1,0,-1,0,-1,-2,-3,-4,-3,-2,-1,-2,-3,-4,-5,-4,-3,-4,-5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P16,1,2,3,4,5,6,7,6,5,6,5,6,7,8,9,10,9,10,11,10,11,-1,0,-1,-2,-3,-2,-3,-2,-3,-4,-5,-4,-5,-6,-5,-4,-5,-4,-5,-6,-7,-1,0,-1,-2,-3,-2,-3,-4,-3,-4,-3,-2,-3,-4,-3,-2,-1,0,-1,0,-1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P17,1,2,3,4,3,4,3,4,5,4,3,4,5,6,5,4,3,2,3,4,3,1,0,-1,0,-1,-2,-3,-2,-3,-4,-5,-4,-5,-4,-5,-6,-5,-6,-7,-8,-7,1,0,-1,0,1,0,1,2,1,2,3,4,3,4,5,6,5,6,5,4,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P18,-1,0,-1,0,1,2,1,2,3,2,1,2,1,2,3,2,1,0,1,0,-1,-1,-2,-3,-4,-5,-4,-5,-6,-7,-8,-9,-8,-7,-6,-7,-6,-5,-4,-3,-4,-3,1,0,1,0,-1,0,1,0,-1,0,1,2,1,2,1,0,-1,-2,-1,0,-1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P19,1,0,-1,0,1,2,3,4,5,4,3,2,3,4,3,4,3,2,1,0,-1,-1,0,-1,0,-1,0,1,0,-1,-2,-3,-2,-3,-2,-3,-4,-3,-2,-3,-2,-3,-1,-2,-1,0,-1,0,1,0,-1,0,1,0,-1,0,1,0,-1,-2,-1,-2,-1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P20,-1,0,1,2,1,0,-1,0,1,2,1,0,-1,-2,-3,-4,-3,-2,-1,0,1,-1,-2,-3,-2,-1,-2,-3,-2,-3,-2,-3,-4,-3,-2,-1,-2,-3,-2,-1,-2,-1,1,0,-1,0,-1,0,1,2,1,2,3,4,3,2,1,2,1,2,3,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P21,1,0,-1,0,-1,-2,-3,-2,-1,0,-1,-2,-1,-2,-1,0,1,2,3,4,5,-1,-2,-1,0,-1,0,-1,0,-1,0,-1,-2,-1,-2,-3,-4,-5,-6,-5,-4,-3,-1,0,-1,0,1,0,1,2,1,2,3,4,5,6,5,4,3,2,3,4,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P22,1,0,-1,0,1,2,1,2,1,0,-1,-2,-1,0,-1,-2,-1,0,1,0,-1,1,0,1,0,1,0,-1,-2,-3,-4,-5,-4,-5,-4,-3,-2,-3,-2,-3,-4,-5,1,2,1,0,1,0,1,0,1,2,3,2,1,2,1,0,-1,0,-1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P23,-1,0,-1,0,-1,-2,-1,0,1,2,1,0,1,2,3,4,3,4,5,4,5,-1,0,-1,0,1,0,1,2,3,4,3,2,1,0,1,2,3,2,3,2,3,1,2,3,4,3,4,5,6,7,8,9,10,9,8,9,10,9,8,9,10,11,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P24,1,0,1,0,1,0,1,2,3,2,1,0,1,0,1,2,3,4,3,4,3,1,2,3,4,3,4,5,6,7,6,5,6,5,4,3,4,5,4,5,4,3,1,0,1,0,-1,-2,-1,0,1,2,3,2,1,2,1,2,3,2,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P25,1,2,1,2,3,4,3,2,3,2,1,2,3,2,3,4,3,2,1,0,1,-1,-2,-1,0,1,0,1,0,-1,-2,-3,-4,-3,-4,-5,-4,-5,-6,-7,-6,-5,-1,-2,-3,-2,-1,-2,-3,-2,-3,-2,-1,-2,-1,0,-1,0,1,2,3,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P26,1,2,1,2,3,4,5,4,5,6,5,6,5,4,5,6,7,6,5,4,5,1,2,1,2,3,2,3,4,5,4,3,2,3,2,3,2,3,4,3,4,5,1,2,3,4,5,4,5,4,5,4,5,4,3,4,5,4,5,4,5,4,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P27,-1,0,-1,0,1,0,1,0,-1,-2,-3,-2,-3,-4,-5,-6,-7,-6,-5,-4,-5,-1,-2,-3,-2,-1,-2,-1,-2,-3,-4,-5,-4,-5,-4,-3,-2,-3,-4,-5,-4,-3,1,0,1,2,3,4,5,6,7,8,9,10,11,10,9,8,9,8,7,8,7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P28,-1,0,-1,-2,-3,-2,-3,-2,-3,-4,-5,-6,-5,-4,-3,-2,-1,0,1,2,3,1,0,-1,-2,-3,-4,-5,-4,-3,-4,-5,-6,-7,-8,-9,-10,-9,-8,-7,-8,-9,-1,-2,-1,0,1,0,1,2,1,2,3,4,3,2,1,0,1,2,3,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P29,-1,-2,-3,-4,-3,-4,-5,-6,-7,-8,-9,-8,-9,-10,-9,-8,-7,-6,-5,-6,-7,-1,-2,-3,-2,-3,-2,-1,-2,-3,-4,-5,-4,-3,-4,-3,-2,-1,-2,-1,-2,-3,1,2,3,2,1,0,-1,0,1,2,3,4,3,4,5,6,7,6,7,8,9,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P30,-1,-2,-3,-2,-3,-2,-3,-4,-5,-6,-7,-8,-7,-8,-7,-8,-7,-6,-7,-8,-7,-1,-2,-3,-4,-5,-6,-5,-4,-3,-4,-5,-4,-5,-6,-7,-6,-5,-6,-5,-6,-7,1,2,3,2,3,2,1,0,-1,0,1,0,-1,0,-1,-2,-1,-2,-3,-2,-3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P31,1,2,1,0,1,2,1,2,3,2,1,0,1,2,3,2,1,0,1,0,-1,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-10,-11,-10,-11,-10,-9,-8,-7,-6,-5,-1,-2,-1,0,-1,-2,-1,-2,-3,-2,-1,-2,-3,-2,-3,-4,-5,-6,-5,-6,-7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P32,1,0,-1,0,1,0,1,0,1,0,-1,-2,-1,0,-1,-2,-1,-2,-3,-2,-1,-1,-2,-3,-2,-3,-2,-3,-2,-3,-4,-5,-4,-5,-6,-5,-6,-7,-8,-9,-8,-7,-1,0,1,2,1,0,-1,-2,-3,-2,-1,-2,-3,-4,-5,-4,-5,-4,-3,-2,-1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P33,-1,0,1,0,-1,-2,-1,0,1,0,-1,-2,-1,0,-1,-2,-3,-4,-5,-4,-3,1,0,-1,0,1,2,1,0,-1,-2,-3,-2,-3,-2,-3,-4,-3,-2,-1,-2,-3,-1,-2,-3,-4,-5,-6,-7,-8,-9,-8,-7,-8,-9,-8,-7,-6,-7,-8,-9,-10,-11,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P34,-1,0,-1,0,1,0,-1,0,1,2,1,0,-1,0,1,0,-1,-2,-1,0,1,1,2,1,0,1,0,-1,0,1,2,1,0,1,2,1,2,3,2,3,4,5,-1,0,1,0,1,2,3,4,5,6,7,8,7,8,7,6,5,6,7,8,9,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P35,1,2,1,2,3,4,5,6,7,6,5,6,5,6,5,6,5,4,5,4,3,-1,-2,-1,0,-1,-2,-1,-2,-1,0,-1,-2,-1,0,-1,-2,-3,-2,-1,0,1,-1,-2,-3,-2,-3,-4,-3,-4,-3,-4,-3,-4,-5,-4,-3,-4,-3,-4,-3,-4,-5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P36,1,2,3,4,3,4,3,4,5,6,5,6,7,8,9,10,9,8,9,8,9,-1,0,-1,-2,-1,-2,-3,-2,-3,-4,-5,-6,-5,-6,-7,-8,-9,-8,-9,-8,-9,-1,0,-1,-2,-3,-4,-3,-2,-3,-4,-3,-4,-3,-4,-5,-6,-5,-6,-7,-8,-9,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P37,1,0,-1,-2,-3,-2,-3,-2,-3,-4,-5,-4,-5,-6,-7,-6,-5,-6,-5,-4,-3,1,0,1,0,1,2,1,2,3,2,1,2,3,4,3,2,1,2,3,2,1,1,2,1,2,1,2,3,4,3,4,5,6,5,4,5,4,3,2,3,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P38,-1,-2,-1,-2,-3,-2,-3,-4,-5,-6,-7,-8,-7,-8,-9,-10,-9,-10,-9,-8,-9,-1,-2,-1,0,1,2,1,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-8,-7,-6,-5,1,2,3,2,1,2,3,4,5,6,7,8,7,8,9,10,9,8,9,10,9,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P39,-1,-2,-1,-2,-1,0,1,2,1,0,-1,-2,-3,-2,-1,-2,-3,-2,-1,0,1,-1,-2,-3,-2,-1,-2,-3,-4,-3,-4,-5,-6,-5,-6,-7,-6,-7,-8,-9,-8,-9,1,2,1,0,1,0,-1,-2,-3,-2,-1,0,-1,-2,-3,-4,-3,-4,-5,-4,-5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P40,-1,0,1,2,3,4,5,4,3,4,3,4,3,2,3,4,5,4,5,6,7,-1,0,1,2,1,0,1,0,-1,-2,-3,-2,-3,-2,-1,0,-1,-2,-1,-2,-1,1,2,3,4,3,2,3,4,5,4,5,6,7,6,7,8,7,8,9,8,9,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P41,-1,-2,-3,-2,-1,-2,-1,-2,-3,-4,-5,-4,-5,-4,-5,-4,-3,-4,-3,-2,-1,1,2,1,0,1,0,1,0,1,2,1,2,3,4,5,6,7,8,9,10,11,-1,-2,-1,-2,-1,0,1,2,1,0,1,2,1,2,1,2,3,2,3,4,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P42,1,0,-1,-2,-1,-2,-3,-2,-3,-2,-3,-2,-1,0,1,2,3,4,5,4,5,1,2,3,2,1,0,-1,0,-1,-2,-3,-2,-3,-2,-3,-4,-3,-2,-1,-2,-1,1,0,-1,0,-1,0,1,2,3,2,3,4,3,4,3,2,3,4,5,6,7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P43,1,2,3,2,1,0,-1,-2,-3,-2,-3,-4,-5,-4,-5,-4,-3,-2,-3,-2,-3,-1,0,-1,0,-1,0,-1,0,1,2,1,0,1,2,3,4,5,6,7,8,7,-1,0,-1,-2,-1,-2,-1,-2,-3,-2,-1,0,-1,0,-1,0,1,2,1,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P44,-1,-2,-3,-4,-3,-2,-1,0,1,2,1,0,1,2,1,0,-1,0,-1,0,-1,1,2,1,0,-1,-2,-3,-2,-3,-2,-3,-4,-5,-4,-5,-6,-7,-8,-7,-6,-5,-1,-2,-1,0,-1,-2,-3,-2,-3,-2,-1,0,-1,0,1,2,3,2,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P45,1,0,1,0,1,2,1,0,-1,0,-1,-2,-3,-2,-1,-2,-3,-4,-3,-2,-1,-1,-2,-1,-2,-3,-2,-3,-4,-5,-4,-5,-4,-5,-6,-7,-8,-9,-8,-7,-6,-7,-1,0,1,2,1,2,3,4,5,6,7,6,7,6,5,6,7,6,7,8,7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P46,1,2,3,4,5,6,7,8,7,8,7,8,9,8,9,8,9,8,7,6,5,-1,0,1,2,3,4,3,4,5,6,5,6,5,4,5,4,5,6,7,8,7,-1,0,1,2,3,4,3,4,3,4,5,6,5,6,7,8,9,8,7,6,7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P47,-1,-2,-1,0,1,0,1,2,3,2,1,2,1,0,1,0,-1,0,1,0,-1,-1,-2,-3,-4,-3,-2,-1,0,-1,-2,-3,-4,-5,-6,-5,-4,-5,-6,-5,-4,-5,1,2,1,0,1,0,1,2,1,2,3,2,3,4,5,4,5,4,5,4,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P48,-1,0,1,2,3,2,1,2,1,2,1,2,1,0,-1,-2,-1,-2,-1,-2,-3,-1,0,1,2,1,0,-1,0,-1,0,-1,0,1,0,1,0,1,0,-1,-2,-3,1,2,3,4,3,4,5,6,7,8,9,10,9,10,9,10,11,12,11,12,13,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P49,1,2,3,2,1,2,1,2,1,0,-1,-2,-3,-2,-1,0,1,2,1,0,1,1,0,1,2,1,2,1,2,3,2,1,0,1,2,1,0,-1,0,-1,0,1,1,0,1,0,1,2,3,4,3,4,5,6,5,6,5,4,3,4,5,4,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P50,-1,-2,-3,-4,-5,-6,-5,-4,-3,-2,-3,-4,-5,-6,-5,-6,-5,-6,-5,-6,-5,1,2,1,2,1,2,3,2,1,0,-1,-2,-3,-2,-1,0,1,2,1,0,1,-1,-2,-1,-2,-1,-2,-1,-2,-3,-4,-3,-2,-1,-2,-1,-2,-1,-2,-3,-2,-1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P51,-1,-2,-3,-4,-5,-6,-7,-6,-7,-6,-7,-8,-9,-10,-9,-8,-9,-8,-7,-6,-7,1,0,-1,-2,-3,-4,-3,-2,-3,-2,-3,-4,-3,-4,-3,-2,-3,-2,-1,0,-1,-1,0,1,2,3,4,3,4,5,6,7,8,7,8,9,10,11,12,13,14,15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P52,1,2,3,4,5,6,5,4,3,2,1,0,1,0,-1,-2,-1,0,-1,-2,-3,-1,-2,-1,0,1,0,-1,0,1,2,1,0,1,2,1,2,1,0,1,2,3,-1,-2,-1,0,1,0,1,0,-1,-2,-1,0,1,0,1,0,-1,-2,-3,-4,-5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P53,-1,-2,-3,-4,-5,-6,-5,-6,-7,-6,-7,-6,-5,-4,-3,-4,-5,-4,-5,-6,-7,1,0,-1,0,1,2,1,2,1,0,-1,0,-1,0,-1,0,-1,-2,-1,-2,-1,-1,0,1,0,-1,-2,-3,-4,-3,-4,-3,-2,-3,-2,-3,-4,-3,-4,-5,-4,-5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P54,1,2,1,0,1,2,3,2,1,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-9,1,2,1,2,3,2,3,2,3,2,1,0,-1,0,-1,-2,-3,-2,-3,-4,-5,1,2,3,2,3,2,3,4,3,4,5,6,7,6,7,8,9,8,9,10,9,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P55,1,0,-1,-2,-3,-2,-1,-2,-3,-4,-5,-4,-3,-4,-5,-6,-7,-8,-9,-8,-9,1,2,1,2,3,2,1,2,1,2,1,2,1,2,3,2,3,4,5,4,5,1,0,1,0,-1,-2,-3,-4,-3,-4,-3,-2,-3,-4,-5,-4,-5,-6,-7,-8,-9,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P56,-1,0,-1,0,-1,0,1,2,3,2,1,0,-1,0,-1,-2,-3,-4,-5,-4,-3,1,2,1,0,1,2,1,2,3,4,3,2,1,0,1,2,1,0,1,2,1,-1,0,1,0,-1,0,-1,0,1,0,1,2,3,2,1,0,1,2,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P57,-1,-2,-1,0,1,2,3,4,5,4,3,4,3,4,5,6,5,6,7,8,7,-1,-2,-3,-2,-3,-4,-3,-2,-3,-4,-5,-4,-3,-2,-1,0,-1,0,1,0,1,1,2,1,2,1,0,1,2,1,2,3,4,3,4,5,6,7,8,9,8,7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P58,1,2,1,0,1,2,1,0,1,2,1,0,-1,-2,-3,-4,-3,-4,-3,-4,-5,1,2,1,0,1,2,1,0,-1,-2,-3,-4,-3,-4,-5,-6,-7,-6,-5,-4,-5,1,2,3,4,5,6,7,8,7,6,7,8,7,8,9,10,9,8,9,8,9,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P59,-1,0,1,0,-1,-2,-1,0,-1,0,-1,0,-1,0,1,0,1,0,1,0,1,-1,0,1,0,1,0,-1,-2,-3,-2,-3,-2,-3,-4,-5,-4,-3,-4,-5,-6,-7,1,2,3,4,3,4,3,2,3,4,5,6,7,6,5,4,5,6,5,6,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P60,1,2,3,4,5,6,5,6,7,8,7,6,7,8,9,8,9,10,9,10,11,1,2,3,2,1,2,1,0,-1,0,-1,-2,-1,0,1,2,1,2,1,0,1,1,2,3,2,1,2,3,2,1,2,3,4,5,6,7,6,5,6,7,6,7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P61,-1,0,1,0,1,0,1,0,1,0,-1,-2,-3,-4,-5,-4,-3,-2,-3,-4,-3,-1,-2,-3,-4,-3,-4,-5,-6,-7,-8,-9,-10,-11,-10,-9,-8,-7,-6,-5,-6,-7,1,0,-1,0,1,2,1,2,1,2,3,4,5,4,3,4,5,6,5,6,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P62,-1,-2,-3,-4,-5,-4,-5,-6,-5,-6,-7,-8,-9,-10,-11,-10,-9,-10,-11,-12,-13,1,0,-1,0,-1,0,-1,0,-1,0,-1,-2,-1,-2,-1,-2,-3,-2,-1,-2,-3,-1,0,1,0,1,2,3,2,1,0,1,2,1,2,1,0,-1,-2,-3,-2,-1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P63,1,0,-1,-2,-3,-4,-5,-6,-7,-6,-7,-8,-9,-10,-9,-10,-11,-12,-13,-14,-13,-1,0,-1,-2,-3,-4,-5,-4,-5,-6,-7,-8,-7,-6,-5,-4,-3,-4,-3,-4,-5,-1,-2,-1,0,1,2,3,2,3,2,3,4,3,2,3,2,1,2,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P64,1,2,1,2,1,2,3,4,3,2,1,0,-1,-2,-1,-2,-3,-4,-5,-6,-7,-1,-2,-1,0,1,2,1,2,3,2,1,0,1,0,1,0,-1,-2,-3,-4,-3,-1,-2,-3,-2,-3,-2,-3,-2,-3,-2,-1,0,-1,0,1,2,3,4,5,6,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P65,-1,-2,-3,-4,-3,-4,-5,-6,-7,-8,-9,-10,-11,-10,-9,-10,-9,-8,-9,-8,-9,-1,-2,-1,0,1,2,1,0,-1,0,-1,-2,-3,-2,-3,-4,-5,-6,-5,-4,-5,1,2,1,0,1,0,1,2,3,2,3,4,5,6,5,6,5,4,3,4,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P66,-1,0,-1,0,1,2,1,2,3,2,1,0,-1,0,-1,-2,-3,-4,-3,-4,-3,-1,-2,-1,0,1,0,1,2,3,4,3,4,3,2,3,2,3,2,1,0,-1,1,0,-1,0,1,0,-1,0,1,0,1,0,1,0,-1,0,-1,0,-1,0,-1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P67,1,2,1,0,1,0,-1,-2,-1,-2,-3,-4,-5,-6,-5,-6,-5,-4,-3,-4,-3,-1,-2,-1,-2,-1,0,1,0,1,2,1,0,-1,0,1,0,-1,0,-1,-2,-1,-1,-2,-3,-2,-1,-2,-3,-2,-1,-2,-1,0,1,0,1,2,1,2,1,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P68,-1,0,-1,0,1,2,3,4,5,4,3,2,3,4,3,2,1,0,-1,-2,-1,1,2,3,2,3,2,1,2,1,0,-1,0,1,2,3,4,5,4,5,6,7,-1,0,-1,-2,-1,-2,-3,-2,-3,-2,-1,-2,-1,0,-1,-2,-3,-2,-3,-4,-3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P69,-1,-2,-3,-2,-1,-2,-3,-4,-5,-4,-5,-6,-7,-6,-7,-6,-5,-6,-7,-8,-9,1,2,3,4,3,4,3,4,5,6,5,6,7,6,5,4,3,4,3,4,3,-1,-2,-3,-2,-3,-4,-3,-4,-5,-4,-3,-4,-5,-6,-5,-6,-7,-8,-7,-8,-7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P70,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-11,-10,-9,-8,-9,-10,-11,-10,-11,1,0,-1,0,1,2,1,2,3,2,1,0,1,0,1,2,3,2,3,4,3,-1,0,1,0,-1,-2,-1,-2,-3,-2,-1,0,1,0,1,2,1,2,1,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P71,1,2,1,2,3,2,1,0,-1,-2,-3,-2,-1,0,1,2,3,4,3,4,3,1,0,-1,-2,-1,0,-1,-2,-3,-4,-5,-4,-3,-2,-3,-2,-3,-2,-1,0,1,1,0,1,0,1,0,1,2,3,4,5,6,7,8,7,8,7,8,7,8,7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P72,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,-14,-15,-16,-15,-14,-13,-12,-11,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-11,-10,-9,-10,-9,-8,-9,-8,-9,1,2,3,4,5,6,7,8,9,10,11,12,11,10,9,10,11,12,11,12,11,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P73,1,2,3,4,3,2,1,0,1,2,1,0,-1,-2,-3,-2,-3,-4,-5,-6,-5,1,0,1,0,1,2,3,4,5,6,5,4,5,6,5,6,7,6,5,6,7,1,0,1,0,-1,-2,-3,-4,-3,-2,-1,0,-1,-2,-1,0,-1,0,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
