nameseq,fickett_score-ORF,fickett_score-full-sequence,label
P54,0.7289,0.34965999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P55,0.7772,0.29945,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P56,0.8014,0.33918000000000004,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P57,0.5907,0.23809999999999998,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P58,0.8200000000000001,0.37966,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P59,0.9467000000000001,0.37678,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P60,0.6732,0.28967999999999994,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P61,0.8108,0.37038000000000004,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P62,0.7735,0.38354999999999995,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P63,0.5343,0.35968,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P64,0.7877000000000001,0.32050999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P65,0.8415999999999999,0.37922999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P66,0.9008999999999999,0.37983,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P67,0.45,0.27541,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P68,0.45249999999999996,0.30142,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P69,0.7978,0.37034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P70,0.6749999999999999,0.35512,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P71,0.7441,0.38932,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P72,0.6083999999999999,0.28022,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P73,0.7877000000000001,0.32050999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P74,0.5508,0.36741,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P75,0.8484999999999999,0.34964,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P76,0.6177,0.39018,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P77,0.7828,0.33668,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P78,0.6695999999999999,0.38296,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P79,0.945,0.36563,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P80,0.9076,0.35555,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P81,0.823,0.34558999999999995,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P82,0.6185999999999999,0.35723000000000005,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P83,0.8336,0.3577,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P84,0.8222,0.32472,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P85,0.8872,0.37471,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P86,0.7084,0.31871,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P87,0.8316,0.37094,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P88,0.949,0.33059,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P89,0.4572,0.26576000000000005,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P90,0.6732,0.35996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P91,0.6358,0.34987999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P92,0.9677,0.35414999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P93,0.5598,0.26144,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P94,0.9223,0.3984599999999999,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P95,0.8027,0.33443999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P96,0.6026999999999999,0.37344,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P97,0.6415,0.25546,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P98,0.7176,0.38935,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P99,0.6237999999999999,0.28568,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P100,0.7518,0.34626999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P101,0.5179,0.29095,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P102,0.4164,0.27505,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P103,0.6989,0.27814,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P104,0.8035,0.33476,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P105,0.7587,0.33703,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P106,0.5223,0.33619,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P107,0.7702,0.34863,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P108,0.5867,0.25259000000000004,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P109,0.7726999999999999,0.41316,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P110,0.893,0.32863,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P111,0.8079999999999999,0.35212,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P112,0.9187,0.34060999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P113,0.637,0.33824,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P114,0.8170000000000001,0.34626,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P115,0.7157,0.34441,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P116,0.5305000000000001,0.25384,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P117,0.6713,0.32316999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P118,0.9294,0.38149,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P119,0.7318,0.32128,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P120,0.44620000000000004,0.2416,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P121,0.5833,0.26723,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P122,0.7675000000000001,0.36127,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P123,0.792,0.36729999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P124,0.9218000000000001,0.35211000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P125,0.7429,0.38248,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P126,1.0035,0.37146,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P127,0.7960999999999999,0.35496999999999995,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P128,0.6414,0.38317,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P129,0.8057,0.36408999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P130,0.9648,0.35605,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P131,0.8593,0.35011,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P132,0.4938,0.30319,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P133,0.9279,0.38773,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P134,0.7861,0.35336,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P135,0.8629,0.37537,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P136,0.9292,0.33899,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P137,0.5058,0.30274,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P138,0.5309,0.26808,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P139,0.661,0.34812,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P140,0.4728,0.26781,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P141,0.7334,0.36197,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P142,0.48540000000000005,0.23762,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P143,0.8046,0.36902999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P144,0.7787000000000001,0.32860999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P145,0.9531,0.36634,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P146,0.8098,0.37051,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P147,0.4747,0.25740999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P148,0.8472,0.38464,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P149,1.0052,0.3445,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P150,0.7597,0.34031999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P151,0.6963,0.2675,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P152,0.6538999999999999,0.3701,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P153,0.7576,0.37488999999999995,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P154,0.5343,0.36373,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P155,0.39949999999999997,0.24329,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P156,0.6639,0.27199,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P157,0.9659000000000001,0.33791,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P158,0.5119999999999999,0.31026999999999993,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P159,0.8978,0.34223000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P160,0.41300000000000003,0.25479,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P161,0.7921,0.37084,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P162,0.7587,0.33703,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P163,0.7161,0.36094,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P164,0.7162,0.3727,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P165,0.7218000000000001,0.27121,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P166,0.374,0.26059,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P167,0.7396,0.32987,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P168,0.5388,0.24413,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P169,0.5287,0.34912,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P170,0.7668,0.34823,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P171,0.45420000000000005,0.22646,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P172,0.5344,0.35821000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P173,0.8405999999999999,0.36429,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P174,0.7396,0.32987,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P175,0.9,0.38801,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P176,0.8764,0.34412,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P177,0.8956,0.32801,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P178,0.5343,0.35968,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P179,0.6003,0.37161999999999995,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P180,0.4293,0.26948000000000005,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P181,0.6276999999999999,0.32509,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P182,0.5004,0.27085000000000004,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P183,0.6627,0.28064,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P184,0.76,0.33163,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P185,0.9061,0.32638999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P186,0.6027,0.26777,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P187,0.8654000000000001,0.39505,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P188,0.643,0.35572000000000004,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P189,0.9658,0.39457,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P190,0.8236,0.38682999999999995,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P191,0.8962,0.36448,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P192,0.793,0.33638,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P193,0.6992999999999999,0.34759,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P194,0.6754,0.36317,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P195,0.805,0.36392,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P196,0.9374,0.38611,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P197,0.8542000000000001,0.40254999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P198,0.5158,0.2613,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P199,0.39480000000000004,0.26948000000000005,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P200,0.9076,0.35150000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P201,0.5343,0.35968,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P202,0.8378,0.36782,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P203,0.5436,0.28213999999999995,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P204,0.8024,0.36454,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P205,0.9401999999999999,0.38005,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P206,0.905,0.35212,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P207,0.7516,0.35741,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P208,0.8754,0.39171999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P209,0.8052,0.33315000000000006,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P210,0.5057999999999999,0.33072999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P211,0.6398,0.28975,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P212,0.8261999999999999,0.34854,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P213,0.6815999999999999,0.34945000000000004,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P214,0.6830999999999999,0.37233999999999995,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P215,0.6053,0.39881999999999995,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P216,0.9626,0.36472,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P217,0.82,0.37117,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P218,0.8200000000000001,0.34719,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P219,0.6877,0.35844,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P220,0.6456999999999999,0.37381,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P221,0.852,0.39200999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P222,0.805,0.36392,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P223,0.6892,0.35758,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P224,0.5309999999999999,0.37176,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P225,0.5586,0.27984000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P226,0.8068,0.33679,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P227,0.5658,0.33766,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P228,0.8598,0.36353,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P229,0.8956,0.32801,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P230,0.9004,0.33865,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P231,0.9893,0.34957,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P232,0.441,0.29051,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P233,0.7673,0.35253999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P234,0.7657,0.34267,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P235,0.6638999999999999,0.41120999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P236,0.814,0.35368999999999995,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P237,0.5781,0.27809,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P238,0.6958,0.36928000000000005,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P239,0.6951999999999999,0.38276,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P240,0.9803000000000001,0.35767,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P241,0.8658,0.37645,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P242,0.8742,0.34412,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P243,0.6651,0.27882999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P244,0.45960000000000006,0.33547000000000005,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P245,0.7014,0.31623999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P246,0.7384999999999999,0.32667999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P247,0.6766,0.34677,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P248,0.5562,0.2602,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P249,0.6146,0.29362,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P250,0.4605,0.27674000000000004,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P251,0.8526999999999999,0.37876,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P252,0.7132,0.37802,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P253,0.7711,0.38894,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P254,0.5343,0.35968,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P255,0.7144,0.35126,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P256,0.3852,0.24581,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P257,0.9316,0.36318999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P258,0.5803,0.28834,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P259,0.6417999999999999,0.36048,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P260,0.8026,0.38502999999999993,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P261,0.7906,0.35749,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P262,0.8739,0.36799000000000004,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P263,0.8738,0.3675,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P264,0.8322999999999999,0.37034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P265,0.48440000000000005,0.2989,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P266,0.6960999999999999,0.33333999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P267,0.6879,0.37893,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P268,0.8484,0.38743000000000005,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P269,0.8652000000000001,0.35435,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P270,0.9573,0.35165,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P271,0.8161,0.34898,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P272,0.7204,0.34624999999999995,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P273,0.5723,0.30434999999999995,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P274,0.7982,0.31484,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P275,0.5853,0.27364,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P276,0.8978,0.34223000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P277,0.7758,0.35158999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P278,0.4650000000000001,0.26965,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P279,0.9626,0.36472,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P280,0.8569,0.37594,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P281,1.0021,0.36862,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P282,0.6684,0.32928999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P283,0.6579,0.38968,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P284,0.4650000000000001,0.26965,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P285,0.5246999999999999,0.33601000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P286,0.6685,0.35201000000000005,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P287,0.637,0.33824,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P288,0.9380999999999999,0.39052,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P289,0.6296999999999999,0.35003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P290,0.3621,0.23321,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P291,0.8553999999999999,0.32872999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P292,0.905,0.35212,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P293,0.754,0.34963,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P294,0.7856,0.32679,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P295,0.6057,0.34015,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P296,0.7711,0.34364,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P297,0.6880000000000001,0.36585999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P298,0.6798,0.25738,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P299,0.8027,0.33443999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P300,0.7857999999999999,0.34685,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P301,0.7363,0.34195,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
