,0,1,2,3,4,5,6,7,8,9
P22,7.4430588525005534e-06,1.1655313792941564e-05,3.13139567493573e-05,-2.072503508873696e-05,8.13881163572248e-06,1.9848826521979266e-05,-2.2337147144444185e-05,-1.848641236710342e-05,-2.640119974364474e-05,5.810690157068837e-06
P23,1.0757121142339343e-05,1.2093796096569222e-06,-9.749316599634399e-06,3.7047672635311558e-06,-1.817117044576697e-05,6.386971064648982e-06,-1.001411882727845e-05,2.6640326550892096e-05,-2.684081774343756e-07,-1.3157395646731275e-05
P24,-2.0087289688204427e-05,-2.459731548929724e-05,-1.7530769839859805e-05,-2.7540739479419698e-05,-1.9428355139560058e-05,1.7811460474738807e-06,-2.1304046695659368e-05,1.4052099250150057e-05,5.986110359799654e-06,-1.7211881647945888e-05
P25,-1.1898348708334764e-05,1.6645386881610977e-05,2.5249128289568613e-05,-1.1751300012547957e-05,-4.675399514343908e-06,-2.1533009154432107e-05,-4.829607502945972e-05,-2.3690798153164043e-05,-4.565786628732211e-05,1.2321485192867904e-05
P26,-4.889330956718953e-06,-8.48893577873387e-06,-7.64639730087128e-06,1.9578317962521026e-05,2.164358002440189e-05,8.891594595849465e-06,2.9116016704728025e-05,3.5797818172297446e-06,-3.834311221573961e-07,1.8949156020791865e-05
P27,-1.2229844961149546e-05,-1.252017474659623e-05,1.1923370100415213e-06,8.805075059440916e-06,4.871701455254817e-06,1.569878328993191e-05,1.3779970933411204e-05,-5.598850671348354e-06,-1.4617929759703187e-05,4.846113027367062e-06
P28,5.205536436100498e-06,8.850116874340526e-06,7.1273069554827345e-06,-1.7743069327930247e-06,1.3202893733512138e-05,2.321203342155393e-05,-6.529107040906322e-06,-3.9625093284220356e-06,-1.538176185086566e-05,7.729540291950658e-07
P29,4.927726801349629e-06,2.4500044630790816e-06,-9.466787399132516e-06,2.353766880909658e-05,-8.917165882352555e-06,-2.4373964927027446e-05,4.1098218139077594e-05,-9.284170669088916e-06,-2.2207091060605385e-05,-5.16884301367238e-06
P30,9.108322503245322e-06,-3.0287444538688673e-05,1.418224510332149e-05,-4.0186703437445714e-06,9.495351938656593e-07,5.828959924004474e-07,1.2306781391928606e-05,6.075822838611184e-06,-1.8003170009835837e-05,3.8117770648003584e-06
P31,-2.4319603459284356e-05,-2.1157909556125025e-05,-4.474171452887015e-06,2.7108217759987314e-05,-5.8764595112042756e-05,-3.681698894603038e-05,6.416443270592731e-06,1.5770185668302367e-05,5.657242191745213e-05,-1.223419016676457e-06
P32,1.0944971225795462e-05,1.5921921117547158e-05,-6.074575532563024e-06,-8.006217731146065e-06,-1.0739618574680363e-05,1.2455777483864482e-05,-2.297053141461997e-07,1.0493330845178818e-05,-8.19970533462291e-06,-8.890235220670529e-06
P33,1.595460922121871e-05,8.33107638593825e-06,2.8611595501497724e-05,8.743425608802698e-06,2.7408634716991997e-05,-3.241172609287071e-06,-1.5058861816611866e-05,-9.509788852694098e-06,-9.910797735499882e-06,2.2125486397696218e-05
P34,1.8533473576305606e-05,9.04579414595999e-06,-2.3033963466153207e-05,-1.178726508418434e-05,-2.7105502011464874e-05,-3.4535433804117445e-05,2.0111096028594972e-05,1.6945348555075842e-05,3.5913167615845066e-05,-1.878928944334425e-05
P35,2.0238873705759764e-06,2.7535398221977176e-05,8.308360450395933e-06,2.8399852765017967e-05,-3.775517510211531e-05,-1.848617749860952e-05,-7.2355837122007206e-06,-9.636332764858136e-07,2.0168434748247873e-05,-4.962313722855919e-06
P36,9.396505407158673e-06,1.2788401033148327e-05,6.909745681156617e-06,7.649655861433936e-06,1.0128698633198583e-05,-2.200603553582925e-07,-1.04547448316894e-05,-6.182176066697655e-06,-1.186362232963418e-05,-1.1630123553599964e-06
P37,1.3626789414733324e-06,2.3465356371138728e-05,-1.8172937274879997e-05,1.8776623659928738e-05,2.1520906827280934e-06,-2.7194944717471756e-05,-1.5751745455900397e-05,-7.39599520130081e-06,-3.6593978841692834e-07,-1.7581219279023995e-05
P38,5.538315124275876e-06,-1.4921847122027028e-05,4.4986648949530295e-06,1.837256753515939e-05,-1.689124195066328e-05,-4.6249297364553063e-07,1.8059783908461972e-05,7.009780043821081e-06,-7.881788149863253e-06,-7.013103348063772e-06
P39,9.780958524432384e-06,-4.665141947817375e-06,-4.980171529338174e-06,8.00467349076637e-06,1.760011647175834e-05,-5.188774942103047e-06,4.376339493476788e-06,2.9515651728036912e-06,-1.5240325517157008e-05,-9.770637004991815e-07
P40,2.5294939222020394e-05,3.3563128488240355e-07,-1.697335432876315e-05,8.880927744587977e-06,1.9649019827721985e-05,-1.1278447409146172e-05,1.3865382722092682e-05,1.8008054679038554e-05,5.3963173099486484e-06,-5.340395272709474e-06
P41,1.0414859066463188e-07,5.639054655470137e-06,-1.1024160018988398e-05,-1.0735003113578729e-05,2.0237304520516215e-05,-5.767352086040825e-07,-1.1653973814913397e-06,-1.2467286641524699e-05,7.896349355371353e-06,-1.03416944920745e-05
P42,8.295133052679295e-06,-3.1828191119072195e-06,-1.993387678176934e-06,-2.376509605654637e-06,1.9679499370283608e-05,2.2748157195748016e-05,1.2826278537220485e-06,3.0307287989886095e-06,4.669631973628979e-06,-5.536742258014813e-06
P43,-3.227270169526902e-06,1.0509948790573252e-05,-1.6849112538321097e-05,5.224097899486494e-06,-2.4562134942490883e-05,-8.824574077615681e-06,-1.558790873207555e-05,7.438936581752277e-06,-9.2327613390912e-06,-2.3919973019369137e-05
P44,-2.93188488604758e-05,9.470203007648156e-07,-5.16397190384113e-06,1.2995588570124462e-05,-1.3806720970878914e-05,-1.096996310361362e-05,1.9826887721706172e-05,-2.6463020294591102e-05,-1.5199090191589292e-05,6.401222638463934e-07
P45,-8.431463344531296e-06,-1.3097114720500135e-06,6.712661364193743e-06,-3.374514089019996e-06,-9.565272947470406e-06,-1.4701725402736787e-05,-3.419462505632146e-05,4.773903276165687e-06,2.8747840039350432e-05,3.964459509382548e-06
P46,-6.176170574621713e-05,-1.8053406529674153e-05,-9.893784571152805e-06,9.15930499846443e-06,2.0239123962743737e-05,9.6735708905696e-06,-1.256904448878281e-05,-2.2128801459407252e-05,1.7281120614901163e-05,2.4571501696290122e-05
P47,-1.9431613632382196e-06,-1.377885809472493e-05,-9.83369733116926e-07,3.6741975802115562e-06,3.1906623729543115e-05,1.0150322121569547e-05,5.988358247746095e-06,-1.6136618074523348e-05,-1.1067826301434212e-05,-6.039286534308434e-06
P48,-3.037633805790126e-05,-2.8304612822527254e-05,-2.3942937457791837e-06,2.737671337796712e-06,1.8514976028589187e-05,8.28969199625953e-06,1.0545883820705032e-06,-1.7515734758357087e-05,7.373107806935144e-07,3.833545521292163e-06
P49,-7.546759484815084e-06,1.0527599078249766e-05,1.0855995912078652e-05,-1.0829985516313102e-05,-8.854769953254779e-06,-1.1515038139072223e-05,-1.6088121823956778e-05,-2.5052147380952077e-05,-2.2848022845742722e-05,-8.266703933333978e-06
P50,-3.4582687999580065e-07,4.009277197927286e-06,1.4092505800467536e-05,7.154173355284981e-06,3.120750645393836e-06,4.149585333209423e-06,-1.3662896615446933e-05,-2.633660272155676e-06,-1.506758699805674e-05,1.0262145889003167e-05
P51,1.1394745046610201e-05,1.6901125362980352e-05,4.609741283662311e-06,6.1217605607627435e-06,4.27113086746894e-05,-6.9449356671684665e-06,-2.6657012837249627e-05,-1.921971986081918e-05,-1.0453344740048455e-05,-2.371811425895369e-06
P52,-5.300966578367875e-07,7.43899501317387e-06,-3.101808609530304e-05,3.128384980452927e-06,-4.129860677589163e-06,-3.672841445287987e-05,-2.143727428757878e-06,1.823977948247832e-05,2.61009941340887e-05,-1.788560762373782e-06
P53,-9.687757582658042e-06,-1.5469046645054515e-05,-1.996039968807763e-05,-1.5496420971710713e-05,-8.049290288643157e-06,-1.3171242210560392e-05,4.593464684566001e-06,2.6214066959520058e-05,-7.616809585687731e-06,1.4759310619797501e-05
P54,1.6453831571177843e-05,-9.424742051488354e-06,1.0581595742143726e-05,-1.1860968264046671e-06,-1.045149238352455e-05,2.5771952726745756e-06,-3.166889891232402e-06,5.8311414222226524e-06,6.602904533375368e-06,-1.5778757925151497e-05
P55,1.208009887177083e-05,-1.2510269741181188e-05,-1.541601644408034e-05,-1.0741632164936945e-05,9.666556275627963e-07,-3.3409444294601846e-05,-1.3746967551748817e-06,5.475068489391903e-06,1.7959440662904673e-05,-2.0322636572149078e-05
P56,3.182955265444232e-06,2.03391977845617e-05,-6.93800350745925e-07,2.0598530179932788e-05,-2.1619832847346383e-05,1.591067087828408e-06,1.3242018684417193e-05,1.9556751695111755e-05,3.0997490740029926e-06,1.9488496950077674e-05
P57,-1.4397380920143713e-07,4.0414848778919446e-07,-6.81647683262762e-06,1.6260110641120137e-05,-1.8005686263431473e-05,-2.296031463288402e-05,2.1738778717095893e-05,-9.270813914261317e-06,-3.854853333964838e-06,-1.4043512718989919e-05
P58,1.6595390986558775e-05,-1.4119792056895377e-05,9.140902862572612e-06,-5.124919813492449e-06,-3.0375181829176952e-06,3.8135531968796067e-06,8.218433509029396e-06,-1.0061441799104256e-06,1.396648491440863e-05,-1.8129991174178515e-05
P59,1.716709361624085e-05,-2.0914689059708296e-05,9.15827236479933e-06,-1.6771496321276943e-05,6.6572093159012824e-06,-3.020863932102515e-05,-3.0099217415799785e-07,1.5712314022642282e-06,1.5157729425413704e-05,-1.1609827457008393e-06
P60,-2.8854947422534555e-06,9.90867078957047e-06,-1.195967764930318e-06,-1.394201167572584e-06,-1.6440463240159284e-05,-9.751428680889623e-06,1.5326339709517862e-05,-5.865225510837515e-06,2.5938423927515916e-05,3.078343571935333e-07
P61,-6.070581897656309e-07,4.846070716055489e-06,1.5907713410662043e-06,1.0327382496821784e-05,1.1370966215636493e-05,2.7507708221032132e-05,-2.9989803499858025e-05,1.94655707462456e-06,8.290296064202184e-06,-1.3501862652738703e-05
P62,8.347716762722437e-06,4.023033696339711e-05,-1.3505279570356476e-05,7.929644233323587e-06,1.4557871428786447e-05,2.0594089728690054e-05,8.270857476636788e-06,3.859288615825837e-07,-1.696189435748834e-05,4.569460354699947e-06
P63,-5.049931490106862e-06,-5.776517990054475e-06,-3.320749054832716e-06,-2.6953640619417944e-06,1.6344682191836717e-05,-2.7125376588797495e-06,1.3974823098495434e-05,-7.3654644710662714e-06,1.3587556113193957e-05,9.063022152259754e-06
P64,1.5779223376417026e-05,-6.8167351261914574e-06,-1.9181376468426587e-05,-1.6334130080016674e-05,-8.118877849021332e-06,-1.4230790559427713e-05,-9.9431162406317e-06,2.1455630978917638e-05,1.562859601298876e-05,-2.406368034344646e-05
P65,-6.068839216236133e-08,-3.6528267932007825e-06,-1.6040211656635512e-05,-1.3660010991884514e-05,1.7169654145760167e-05,-9.046004931428605e-06,2.0205563350661503e-05,6.463044109103694e-06,-1.5503478960493097e-05,1.570116584281335e-05
P66,-3.004377014663483e-05,-3.178003491406537e-05,-6.64541411945661e-06,-1.1091994300989382e-05,2.9191423539037852e-05,5.829798615371914e-06,2.098803020896163e-07,-2.4291091406524346e-05,-3.291817790970495e-05,9.637231203362719e-08
P67,-1.0418123313860744e-05,8.545935773884806e-06,-1.1306083086164674e-05,-7.979046088305833e-06,-1.7159174653923583e-05,-3.513085945578537e-05,2.303190728854222e-05,-2.7588619167922927e-05,1.5486736883374056e-05,-1.5061441417932179e-05
P68,3.7220096396617386e-06,6.370529279497083e-06,-1.8305925192838284e-05,-8.380159278510897e-06,2.0892634960865465e-05,-5.9095106654373595e-06,1.0199625672822812e-07,1.7464297981382212e-06,7.706984710139503e-06,-2.8451589240245656e-06
P69,3.106672785625135e-05,5.841617733604205e-07,3.686095503170183e-06,8.199240879342806e-06,2.5987315720426684e-07,-6.486936559982283e-06,-4.582519456106972e-06,8.920452719206893e-06,2.5244412950531305e-06,-2.277061876389914e-05
P70,9.318668214942276e-06,5.033912025834619e-06,1.0640134830533585e-05,-1.0138312690444965e-06,3.3219728844134265e-05,3.040557551742257e-05,1.2744536532622447e-05,-1.5313031532089528e-05,1.1901017347915917e-06,4.099533815227511e-06
P71,-7.079186985564081e-06,-2.5669373067256206e-05,3.5354951885711774e-06,2.5287468806081117e-05,1.2000368276824367e-05,1.2963220091656655e-06,1.352306354101857e-05,-2.4470153849056285e-06,-1.2082117355318792e-05,4.957886928611379e-06
P72,-1.1635952645964792e-05,1.1402455287874333e-05,3.874853448286499e-06,-2.3298498344343865e-05,-1.9518540379776894e-05,1.8119811730421195e-06,1.5011509030206545e-07,-8.298979193889283e-06,-3.187297891938915e-06,5.7829779492151725e-06
P73,-3.9062312970634516e-06,1.0752439546105725e-05,-1.7372874278660192e-05,1.7233947295078387e-06,-3.6319905692653188e-06,-1.6103073357185674e-05,1.0550279841331544e-05,3.352269718382697e-06,5.735457786309869e-06,2.987193537880577e-06
P74,-2.3454918507308416e-05,-1.5430527692909314e-05,-2.7342025356992625e-06,2.2712067443739865e-05,-1.5341357031348592e-05,-2.3796340824361762e-05,3.6164424263592345e-06,-9.571509967579769e-06,-3.35597593800219e-06,3.696733590875193e-07
P75,2.115258514890305e-05,1.3428998042049837e-06,7.386579743497851e-06,9.001394477080142e-06,3.1475083885071516e-05,1.593956836141232e-05,-6.759381856362998e-06,7.856578111710942e-07,-3.5931892733995905e-06,-3.8010563838970085e-06
P76,9.019380384932621e-06,1.1281249976399636e-05,-7.192477150359637e-06,-5.927379132208131e-07,-4.779470128817714e-06,6.347134509442347e-06,2.1420277144441045e-05,1.522889656522565e-05,1.006045849208365e-06,1.1403883065549611e-05
P77,-1.0541095386971304e-05,-1.508293642873428e-05,1.8747688231196373e-05,4.512012638749997e-05,-3.0384150836792003e-05,9.399427899435282e-06,1.3646425165975314e-05,6.670944812995055e-06,3.709807194645578e-05,6.385319030414961e-06
P78,2.0310355242642974e-06,-2.0332462922381276e-05,4.9829993187390335e-06,1.0398915709678878e-05,-2.0312426512415424e-06,-3.8229752871421756e-05,-2.3245665941447682e-05,1.2216378256477579e-05,-3.324630140080117e-05,8.343661470539433e-06
P79,-1.9139051266293342e-06,-1.1786908333228361e-05,4.622525969101305e-06,-1.6069996999854323e-05,-1.4888532545759671e-05,-9.618462010756233e-06,-1.5872046628250414e-06,-2.2042812156818255e-06,3.9086989557741696e-06,-6.805105360431236e-06
P80,2.8927970978835735e-06,-8.693827983083727e-06,7.9702844584203e-06,-8.953871675279341e-06,1.3156208353092003e-05,4.508796007248199e-06,-1.0849229287808958e-05,-2.3333409618594416e-05,-2.5514145426482285e-05,-2.3130623431204343e-05
P81,1.2182038995915776e-05,-9.630888695699659e-06,1.784675435957694e-05,-1.449394461487132e-05,2.0220126612719813e-05,1.5227672391867914e-05,-8.610344827240587e-06,-1.4973504948485742e-05,3.327315994161546e-06,-1.1099264539629443e-05
P82,1.5630590659689112e-06,-6.543095354745064e-07,-1.2868059524042894e-06,1.1887208345271214e-05,-1.9013401372130426e-05,-2.064664102923488e-05,1.4252713835040528e-05,-2.4937412688076253e-05,-3.5788573891321025e-06,-3.414389970876749e-05
P83,-3.140762910643514e-06,-1.5065861621638816e-05,5.991966816266698e-06,-3.848733169624439e-06,-2.0364761410623607e-05,8.15249014387106e-06,-3.937959104167912e-06,2.210816740339113e-05,3.3847925163929315e-06,9.658607397792498e-06
P84,3.3930602316874486e-06,5.129597559435078e-06,-8.37399959187292e-06,5.187627701413718e-06,-1.0689309333991397e-05,-2.8699234967423533e-05,-7.925460221159023e-06,9.94039971320259e-06,-4.88033987369842e-06,5.044416809094239e-07
P85,9.382136152903892e-06,-1.8543940769802218e-05,1.2093136512321542e-05,-1.3679104692587799e-05,8.569196489953044e-06,1.785939632524265e-05,-2.6794249469971497e-05,4.1130030096891024e-06,-2.2458033961582144e-05,-1.4700048180521941e-05
P86,1.555336352962065e-06,-1.2090302735717328e-05,1.8079309242245798e-05,1.0260765095123026e-05,-5.4768014985886624e-06,3.249410311181389e-06,6.607874679913947e-06,-1.4671042673395588e-06,-9.89056290819334e-06,8.324728414559122e-06
P87,-9.065965653944769e-07,-3.7684359084708e-06,-1.343815397658924e-05,-1.6900286992954335e-05,1.8889860391540798e-05,-5.770593389365199e-07,-2.874386270846729e-06,2.7700212538507053e-07,9.296684191052528e-06,-3.163396194673352e-06
P88,1.3213350412257354e-05,-1.3209317721478387e-05,5.086244000626627e-09,-8.231715831155076e-06,1.697943540915044e-06,-7.80016372734936e-06,-4.152918797075311e-06,1.4539866599677697e-05,2.47634306936923e-05,-4.029578906143087e-06
P89,-1.350818559174875e-05,-1.2571436110268624e-05,-2.986235188303689e-06,-1.8860273860753403e-05,-8.54033040073067e-08,7.667582281975721e-06,-1.7121161716170986e-06,-6.526172979835071e-06,1.4994151273736897e-05,-5.098209479026828e-06
P90,-1.1339966130519737e-05,5.6135337232713235e-06,-6.817973904983676e-06,9.632641035797095e-06,1.3096657001921818e-05,1.8674901932521065e-05,-1.4224991512476145e-05,1.1829319891220377e-05,-1.92759343543263e-05,1.669750947338685e-05
P91,-3.354510341132882e-05,5.269306935386958e-06,2.621013246975959e-06,-1.509435873756884e-05,-1.4464673586517783e-05,2.1350698501089384e-05,-9.054207037020108e-06,-1.3935168264491609e-05,-2.13719546941378e-05,9.934832937155951e-06
P92,-1.4742002987086803e-05,-3.389920977581184e-05,-7.77102073949861e-06,1.2686595280855025e-05,2.4654027623592038e-05,-1.7063661390765935e-05,3.242166362057628e-05,-1.2321765914373407e-05,-2.4345968059336968e-05,1.2295908118092284e-05
P93,-6.460370812757903e-06,-2.1638922497123326e-05,-9.4114638954305e-06,-1.322476636121057e-05,-5.347939212701049e-06,2.1583419041755275e-05,-1.526734910911262e-05,2.1448060175611322e-05,-1.8909159726949743e-05,-8.715936972294742e-06
P94,1.8473667957071352e-05,4.200080232968917e-06,2.1543308645532912e-06,-7.930207217743548e-06,2.2727614758173676e-05,5.261019389337035e-06,-1.0683679096363608e-05,6.510316044271635e-06,-3.567605728209919e-05,2.861246092898933e-06
P95,-1.9943719787944006e-05,-1.9767726544456937e-05,6.725990453731578e-07,4.411965546046392e-06,-9.950140577505364e-06,2.0953646005749803e-05,-1.5152589003140688e-05,-1.3800045511156052e-06,1.6958681336762748e-05,-1.4986824520720398e-05
P96,-3.407194204045616e-06,9.429530600470063e-06,2.6894197748266076e-07,2.5296795129107856e-06,1.78584212137949e-05,-4.362343349032026e-05,-1.973396197613186e-05,-2.376389300679828e-05,-1.4723604724021917e-05,2.0060920489354574e-06
P97,1.0041558513312118e-05,2.456661644658644e-05,-1.4202112606663195e-06,-3.2641320381620025e-05,2.6424427080618852e-05,-2.1046007407533288e-05,-3.2506123405186315e-05,4.718608381203398e-06,-1.727615839402091e-05,2.4902943142078148e-05
P98,2.4319745191937097e-05,2.1750194057847984e-05,1.4529346653921167e-05,-1.2006350235605308e-05,-1.965151244626227e-05,5.145709491385258e-06,1.9401180065173546e-05,1.3828152331665962e-05,-4.096631134240753e-05,1.8454596793699308e-05
P99,-4.598579520246216e-06,-4.87915544323148e-06,-1.198590639800933e-05,2.4767081356629958e-05,-1.42961220975092e-05,-1.431282950551901e-05,3.581820675546048e-05,3.3534233359513565e-06,-1.0180998967813785e-05,2.4408114732384686e-06
P100,-5.739223799980115e-06,2.0049572698350505e-05,-1.0186739314300454e-05,-2.4512120628851443e-05,1.4026696430199308e-05,1.2844567351340307e-05,1.89216266257942e-05,-7.79156587842663e-06,-1.2768600623909458e-05,1.705744030005077e-05
P101,-2.5477386879401223e-07,2.078067758766065e-05,-1.4257877362830983e-06,-2.333598126201913e-05,-2.7739170935376246e-05,-2.239150200274761e-06,-2.532544667931927e-06,-1.7238251543076448e-06,-1.1679183378705173e-05,-5.6774151557933625e-06
P102,5.3701602238543505e-06,-1.2031199916969176e-05,-7.044808749278155e-06,-3.909587607452543e-06,1.903484900081737e-05,-1.2427533795699342e-05,1.443735679779179e-05,-1.7809782661593228e-07,-1.9910012112604123e-05,5.048014247550307e-06
P103,3.0251552435520525e-05,6.899715847676156e-07,3.0457105600366135e-05,-6.6378649441383776e-06,-1.9439089842816998e-05,-2.2465993452825154e-06,-3.453412162873499e-05,2.3249653919905997e-05,7.892002193719271e-06,4.731821107092915e-07
P104,1.2103617772406218e-05,1.572474888716707e-05,1.122857913494731e-05,1.0462859486328228e-05,8.551808088973212e-06,1.1272857852627255e-05,-1.4427515596162786e-05,-1.127848652353455e-05,6.553183877124684e-07,-1.2758018220166778e-05
P105,1.1487894645981125e-05,-1.81623435012517e-05,2.344126491289839e-05,-3.651864809836391e-05,1.276471968496935e-05,5.618784969073235e-07,-1.2460295521269076e-06,-1.881813092659973e-05,-2.2630291978426576e-05,-3.1465312270969117e-06
P106,8.884694875918326e-06,1.6218563935283805e-05,2.830643742001652e-06,-7.084282516021186e-06,-2.4560790771959817e-05,3.869684668720685e-06,1.9573819115494993e-06,4.3412098525352424e-06,-1.785786270694458e-06,-8.224752395656013e-06
P107,-4.595798804982046e-06,-1.745792264498875e-05,-4.0940849375225696e-06,7.047839339933157e-06,8.668091337066686e-06,-1.514808868235734e-05,6.3936862478736764e-06,-1.0960015223979158e-05,-7.450476898103288e-06,-9.198652073679316e-06
P108,6.473873337230554e-06,1.1555176782314597e-05,-1.078701705181412e-05,1.3655265225579133e-05,2.0958089599368247e-06,-2.3351323772488e-05,1.4488917494573264e-05,4.185874695248389e-06,3.5544596789243604e-06,7.423775973624223e-06
P109,6.862661062100083e-06,9.573221356897464e-06,-5.7932268748856625e-06,-6.634565862268112e-07,2.769489427456519e-05,3.88259524915246e-06,-1.4193607594632286e-05,1.9479803934966105e-06,-1.0923347898460545e-05,4.214251299285848e-06
P110,-1.1770014951186696e-05,1.5947504543496055e-05,-2.6533824496980263e-06,-1.3672815659418887e-05,-1.2860569760614294e-05,2.5240442397440562e-05,5.2020022625638295e-06,-3.1152877016554e-06,-2.278118328378659e-05,3.978080925886294e-06
P111,-3.5859139545367947e-06,-9.100876012826465e-06,-7.893414491788901e-06,4.330240596460514e-06,-1.0882686010844629e-05,-6.117546943915867e-07,-5.672799661900142e-06,2.738557162086392e-06,-5.2630010678220395e-06,-1.90063494101909e-05
P112,-1.4777749483327286e-05,-1.4325179734209106e-05,-1.185658775758455e-06,-5.726977123737695e-06,-7.928046085446585e-06,7.91137175739032e-06,1.5212362095316312e-06,3.3141752454769052e-06,3.690801067597259e-06,4.081949239280024e-06
P113,5.056857554749028e-06,8.618328527400438e-06,-1.8355166756928425e-06,1.1334851743611673e-06,1.1587916113973279e-06,1.781126818191901e-05,2.0522608253191878e-05,2.5575689177499694e-06,2.5327171022421028e-05,2.7787811596785474e-06
