,0,1,2,3,4,5,6,7,8,9
P17,-4.888741245254614e-06,1.3106522935573458e-05,5.096837177965955e-06,-1.6514927522796786e-05,-2.040130153477802e-05,1.1429852411515588e-05,-1.5260290645762245e-06,-1.6639657098164334e-05,1.832809775863145e-05,-1.7039364750869452e-05
P18,2.0506147390300482e-05,-1.9384266879930213e-05,9.269038169190907e-07,-3.268440173970468e-05,-1.3237482339441102e-06,-1.3135293149539313e-05,2.5129303274588422e-05,-2.9729941300545335e-05,3.722626262226596e-06,-4.8537051391275106e-06
P19,1.5769140632189167e-05,4.052421539168534e-05,-5.547214633980712e-05,-2.0055568530376728e-05,-3.309270985407393e-05,4.6632217834147215e-05,1.2574430646677829e-05,2.9994993290978424e-05,-8.351265116723254e-06,-1.4328621021232163e-05
P20,-6.354929615892376e-06,3.96156620207929e-05,1.0423253730286854e-05,-1.5261163570756496e-05,1.3597139407947817e-05,9.784542366391151e-06,2.6446224099063807e-06,2.838353983463602e-05,1.0635899919593864e-05,-2.2257677939988463e-05
P21,-2.369788434656477e-05,-2.7617314980938105e-06,-9.397478441340113e-06,-1.261891530916261e-06,-1.9813359908158e-05,-2.7937487710861077e-06,-1.869365815138275e-05,7.37252330239245e-06,2.8177460640138336e-05,1.4781311502189473e-05
P22,1.077895126490834e-05,7.811015379619729e-05,-8.014772410016289e-05,-3.9526174463544056e-05,4.6682482813599144e-05,3.174897197106121e-05,1.9032428865313478e-05,-7.049710622496728e-05,-6.756310470351374e-05,-9.027564234135736e-05
P23,-2.0004968506752343e-05,3.641744193185934e-05,1.7889507835060995e-05,4.889281292772814e-05,7.381225691661204e-06,-7.278782819486202e-06,-7.026388388668052e-06,5.459754918542254e-05,4.0405082924783444e-05,1.1383668977125116e-05
P24,4.538967747824739e-05,-5.0581959376232166e-05,2.8240233748294064e-05,3.7491807764953284e-05,5.058851352156713e-05,-1.445525143429138e-05,3.692731828810938e-05,-2.2585964190621104e-05,-6.814755200339976e-05,2.088976792929834e-05
P25,6.611494910989694e-06,1.8471968308308637e-05,3.1902829037971865e-05,-3.466977778283345e-06,-4.49588701602506e-06,2.273864178155803e-06,-5.794002280812413e-06,-1.4284934220648528e-05,-8.058232820701543e-06,3.0366985186168417e-05
P26,-3.105551829379709e-06,1.530889780911222e-05,8.918350423609304e-06,-2.3114617782503277e-06,1.1999279127270727e-05,8.273775678810944e-06,1.665038206827025e-05,2.3736536100892985e-05,1.3822692008477137e-05,5.902539767529838e-06
P27,-1.1215400367519703e-05,2.6041757969696533e-05,-5.082944549230961e-06,-2.521208795711026e-05,-1.2779975904777217e-06,-4.348849399548249e-06,-2.457273168892868e-07,-4.42450292842205e-06,2.2149493274523828e-05,7.07399716977521e-06
P28,1.84292338983893e-06,-9.650163403806806e-06,-3.44551175886121e-05,-1.0250823958517635e-05,-1.7892973724619636e-05,1.3013188508669265e-06,6.827063737135626e-06,-2.6444854979415858e-05,5.757602378357596e-06,-2.1014187598180126e-07
P29,2.201162606065986e-05,2.7895567993997488e-05,-1.9370959034346403e-05,3.470998167133657e-05,1.544193843533285e-05,2.952863334355709e-05,4.057117771000393e-05,2.429552700769608e-05,-1.6054060770447206e-05,3.359192317650445e-06
P30,2.33308529932379e-05,-1.326474571276972e-05,5.637786180180107e-06,8.750653973661873e-06,-1.7469680402107694e-05,1.3428780694315625e-05,3.749965083142226e-05,-1.2055198851843973e-05,1.3406000971743397e-05,3.6186268095352025e-07
P31,2.224739675586989e-05,4.358499076251396e-06,-4.6114673081813686e-08,-4.237361588913487e-05,3.556336920439336e-05,-1.7700067430465993e-05,1.803775055424857e-05,-9.605747124317803e-06,-2.7055915291808496e-05,-2.1312914017773254e-05
P32,-1.3286345501417347e-05,-4.770330053043589e-05,-3.8814620004964224e-05,-5.467060228173236e-05,8.150492510497834e-06,-2.7345154402724347e-05,5.7014651798741045e-06,6.681463719398475e-05,3.70382934915172e-05,-3.834399832358779e-05
P33,2.922509300784049e-05,2.0237162952351363e-05,-3.410718120462901e-05,-1.3104291740246e-05,-4.55684890981428e-05,-4.4109138364609776e-05,-2.4569352615898613e-05,-1.4994492121892878e-05,1.6712502797151894e-05,-4.318534152896109e-05
P34,6.242360810222031e-07,1.1753890274153749e-05,-1.014120940792722e-05,-2.405831545547934e-06,1.6699932487282063e-06,8.770395932881383e-06,9.234426342321148e-06,-3.951623426230646e-06,2.8854737498321126e-06,-1.8935138505134968e-05
P35,-2.690928164624396e-05,-1.6057747609605068e-05,-8.281556993366967e-07,7.212282004141264e-06,-2.675037748852663e-05,6.32536513163061e-06,-1.798875257260626e-05,2.8276673742265196e-05,3.844264032216104e-05,-5.10617139229947e-06
P36,3.487669970676224e-05,4.4960241231521226e-05,-5.194383029795153e-05,3.046486192959082e-05,3.3401015416851566e-05,-9.893140403406317e-06,1.888379711890726e-05,5.656919723807377e-05,-4.3124489977525854e-05,3.581575528731676e-05
P37,-9.291036212332208e-06,-2.414198851304896e-06,3.263856215075442e-06,8.807775020906608e-06,-7.389562024498128e-06,2.659198336017656e-06,-4.150090462508868e-06,1.450538439884809e-06,1.2099083584569178e-05,6.444955391679053e-06
P38,5.836089343523847e-06,1.637829912657694e-05,1.0470821994252775e-05,9.889593910839988e-06,-1.1772648349560192e-05,2.485748610084543e-05,3.124708762029045e-05,-1.5799632137811947e-05,1.8998462009837285e-05,1.6524693190363474e-05
P39,-6.2153407386156614e-06,-1.085956573748534e-05,5.0636679475613315e-06,-3.3848531672154e-05,3.069409875773479e-05,-1.0750182004117849e-06,-9.930871377214316e-07,3.1176668989102614e-05,-1.286185339319343e-05,-3.351102985287759e-05
P40,-1.5479039286663866e-05,1.7721964649922552e-05,-5.605360568070787e-06,1.991979877007256e-06,-1.6603405353344007e-05,-5.139766243966639e-06,-9.859579390915753e-06,-3.133659388434261e-05,2.7718814134599723e-05,-9.908905877602952e-06
P41,-1.9555912421947985e-05,-1.8278268290282233e-05,-3.4241352311512334e-05,8.962829470937411e-06,-3.260527499957498e-06,3.2002644775267625e-07,2.7655694726856465e-06,-2.185955577512172e-05,1.3039525906488776e-05,9.863542414985415e-06
P42,-1.4383832795825547e-05,4.840408723839971e-06,-1.540458452449535e-05,5.522984097167442e-06,-2.5028339199376125e-05,1.5037952193397127e-05,-2.330387822557095e-07,-9.757292514536324e-06,2.3195457832387396e-05,1.8922697483327733e-05
P43,2.00492458376925e-06,-2.1073853038379767e-05,2.723178476731424e-05,1.4520852250864346e-05,-1.4181398588922114e-05,-6.188077605234375e-06,-1.2305847686157811e-05,-2.971932152297566e-06,2.0309452055319865e-06,1.1071007627470598e-05
P44,-1.1700153309389828e-05,1.8033756557951034e-05,1.2960569215696318e-05,-6.643126918199634e-06,3.947648463433796e-06,-4.500981665754816e-06,-1.2010797538291934e-05,2.023044315704219e-05,1.2739635392251944e-05,3.237780438162998e-06
P45,2.135985714808936e-06,1.6285331474588443e-06,2.6222762201817646e-05,-2.3398384153503796e-05,-9.407684711086996e-06,-5.605194761202498e-07,3.8002493589902545e-06,-1.4172070941682608e-05,1.5623998253913975e-05,-6.6662139778994524e-06
P46,5.222489553782968e-06,2.9739001593393584e-05,-1.8479637601211477e-05,-9.537002187001852e-06,-1.548284776508235e-05,1.7896517345991235e-05,-2.711437775679065e-06,1.4584304173862064e-05,-3.879931243355034e-06,-3.9000204145865115e-07
P47,7.716641675769437e-07,4.405093371990393e-06,-1.066112836980407e-06,1.77097690491287e-06,-1.0708069354057551e-05,-1.2444577690480432e-05,-3.1178592925112415e-06,-8.74033936537814e-06,1.3883225913791921e-05,1.2026036770356748e-05
P48,-1.0898404291012414e-05,2.485019613641861e-06,-1.3196586930769245e-05,2.801283043661714e-06,-1.7080167745676337e-06,1.4361422363685862e-05,-7.460135017373082e-07,1.9667103460287443e-05,4.943860114538278e-06,-3.3281026137623826e-06
P49,-8.353572347971107e-07,6.292929958460472e-06,1.5040041276090583e-05,6.592571962147579e-06,1.1213421432943599e-05,5.780284826319149e-06,-1.3733256551464032e-05,1.4833199716534067e-05,-1.9220004944840025e-05,-1.9698377096590892e-05
P50,-6.441126582418851e-06,-3.0271436869976998e-05,3.2576187527296407e-05,9.120396346294858e-05,-2.2939094498504323e-05,-1.3526279160392752e-05,-3.1461218551684985e-05,-6.0479347028266585e-05,-4.491101746987051e-06,2.2818862286877396e-06
P51,-7.578715626851019e-06,1.4781367080093542e-05,-6.091705749411284e-07,-1.1432451438043899e-05,7.151591118299654e-06,-2.512952710859292e-06,1.4582713916995037e-05,2.8823176499729252e-06,2.650807928479093e-05,-8.344869566896706e-06
P52,6.234547413490332e-06,-7.362771630413172e-06,-1.9492922424820956e-05,-1.2532260071966253e-05,5.831857188447805e-07,-1.6525839021934484e-05,-3.530320955269549e-05,4.163571473207771e-05,-2.5628240125450535e-05,-4.530217320244034e-05
P53,-3.117376063662769e-05,-2.657810057510746e-06,1.9327767770235815e-05,1.912009212429388e-05,5.29190926844606e-06,2.558395738782096e-05,2.6671257158242213e-05,2.314205317207295e-05,4.370521835535138e-05,6.080671961451598e-05
P54,-2.6521524107048396e-06,-6.188450871025562e-06,3.625354744537035e-05,1.2537122636336159e-05,1.5750666751806466e-06,-6.854064916679494e-06,-2.228358976827903e-05,1.8438539442462774e-06,-8.822704361033601e-06,-6.617248989301556e-06
P55,4.128567772491293e-06,-3.538770424816912e-05,-5.4632845223614936e-05,2.423480937413824e-05,-3.5371876437084986e-05,-8.763266081966746e-06,-2.5518513201024627e-05,5.422678433897782e-05,-1.5362542255376553e-06,-7.519428721226157e-07
P56,3.739279469674615e-06,-4.123655525090943e-06,-3.0882795486539684e-06,2.3090654077755937e-05,-2.0071453233610342e-06,1.6238164022218025e-05,1.79013241857135e-05,8.57006400720639e-06,4.569910663411924e-06,-5.042022247704733e-06
P57,-1.5411629650198197e-07,-6.654601044505271e-06,-1.6106839035302063e-05,3.1512201624021243e-06,-9.319583224411078e-06,-6.170895710888927e-07,-3.068815272572493e-06,-6.27916141316426e-06,-1.8625281594602215e-07,-2.930417353559807e-07
P58,-2.093457644541225e-05,-1.3108001386994642e-05,7.78809180860415e-06,9.654104430504457e-06,1.931913016136699e-05,-2.194116246982008e-05,-7.812492023494266e-06,1.3242271237830217e-05,2.379485872543933e-05,-2.9245378215586964e-05
P59,-5.883589466103897e-06,-1.318815152329361e-06,-2.2655059231375453e-05,-1.4776654160670945e-05,-2.259959906589378e-05,-9.146025688190531e-06,1.0593065861704476e-05,-2.424213407484178e-06,3.982049526884165e-05,2.3936195060694792e-05
P60,1.5769384991621595e-06,2.5507137907532533e-05,2.251059111663383e-05,4.5591795990638926e-05,-3.451505513517761e-05,-4.022769381726524e-06,-2.0917441642137645e-05,1.2814551028897685e-05,2.7846408032246653e-05,-8.082593356434294e-06
P61,-1.6146182616806094e-07,1.093185781859973e-06,-4.547963354623486e-06,-2.08079360263616e-05,-2.7959131024216793e-05,1.2413654165986101e-05,-1.6146568035863874e-06,3.3546554347602944e-06,1.1968864545162244e-05,2.1538212725776565e-05
P62,-3.5758285792206624e-05,-7.546790194186653e-06,-5.008667542676917e-05,1.25346947980774e-05,4.058775414469322e-05,-1.217697855226919e-06,1.4554504405135237e-05,3.9127838689856354e-05,1.7954553072128607e-05,3.507971742974531e-06
P63,5.546735943172442e-06,-4.443771382913489e-06,2.2950572989989483e-05,6.209234580155075e-06,-1.0192082427058248e-05,-9.600242199526185e-06,-8.67246208452032e-06,5.5082046251659755e-06,6.622759336599531e-06,1.2855509126919427e-06
P64,-1.56686721966661e-05,2.5371036988419866e-09,2.0861532883848703e-05,-1.267920143823271e-05,4.9294400353541625e-06,-1.704301402698173e-05,-1.6184789397606127e-05,3.083264950452802e-05,2.3205250168759723e-05,-1.5341647749380813e-06
P65,-1.2968782882040366e-05,-3.778594668248488e-05,1.5319114569061073e-05,-5.50806450064498e-06,-8.532316203542847e-07,-4.468219747900308e-06,-2.075258539039433e-05,2.615146216935845e-05,-1.5781245606826411e-06,-3.224792535602949e-06
P66,1.7718605193220308e-05,7.215147662637303e-06,-1.8613289361739003e-07,4.316405821996432e-06,4.141622587296645e-06,2.294161563681156e-05,5.390947226936748e-05,7.561838589686953e-06,1.7924334614406387e-05,-3.0924313036012087e-06
P67,-1.7478259332635903e-05,2.352238028729373e-05,8.853503216660471e-06,3.3684047299496566e-05,4.387435331893157e-06,2.6015561750026596e-05,9.420669403031705e-06,-6.38305421237688e-06,1.2563939061364417e-05,8.439418307912673e-06
P68,-2.567411040695815e-05,-5.448343871574524e-05,4.3752931584314014e-05,2.7441922562570853e-05,1.6915466837983794e-05,8.623819637054112e-06,-3.144762856052393e-05,-1.0334435596658976e-05,-2.9651427504612552e-05,-8.094629221712868e-06
P69,-5.8249971884765175e-06,-5.7480543944014504e-05,-3.9998867713156446e-05,-2.432075531725487e-05,-9.164529624759287e-06,-1.8237100134601506e-05,-3.97889828982435e-05,5.285071471931835e-06,-3.145058446366142e-05,-2.658502756351026e-05
P70,-2.361469110408491e-06,-1.2066005753343307e-05,1.9810815171370606e-05,1.3008248736542795e-05,-4.85173018576748e-06,1.9483452460473537e-05,6.916425103310883e-06,2.7149885981590034e-05,9.977371344991855e-06,-2.2358866694148895e-05
P71,-1.7154204591260293e-05,-3.895247773310809e-06,-1.9096450799745157e-05,1.799854345063799e-05,4.267154143353102e-06,1.6524584715448443e-05,2.737205540269969e-06,1.1599436817429228e-05,6.668207075663404e-06,-1.6012134659951113e-05
P72,1.344779224420414e-05,3.4986728695435976e-05,-1.4618113693475737e-05,-2.8740344205641883e-05,7.718388737366173e-06,2.3809834777222894e-06,1.8424643298420133e-05,1.3610411486411785e-05,-9.926214310883438e-07,1.48496115761682e-05
P73,-1.2593598597250956e-05,-7.4060352747832604e-06,-7.706302711035177e-06,-1.1223201503078047e-05,2.629706054302068e-05,1.1953513738982872e-05,1.2398390587559528e-05,-1.6266558381115647e-05,-1.4474516420665776e-05,1.0377696069509892e-05
P74,6.198552513285351e-06,-2.2604429033037628e-05,9.147317607129059e-06,-9.214789280731268e-06,-1.226258042313715e-05,2.842698127211783e-05,2.9252573518240505e-05,8.986908224641271e-06,1.4910987639938506e-05,-2.4494776951833206e-05
P75,-2.8863650499367328e-05,1.3151026867190638e-05,1.303187579889523e-05,1.8335138123651097e-05,1.978531461956437e-05,-2.3073929656538357e-06,-2.4944739093463132e-05,6.520336786057252e-06,-1.2085314305312466e-06,6.197203344216243e-06
P76,-3.11178597878106e-05,4.32533951165644e-05,-7.214637563825914e-06,4.4676015543206835e-05,2.3692169076697158e-05,5.622804745779178e-06,-1.3414963458886243e-06,2.1151988074277523e-05,1.484639765911267e-05,6.600527784574061e-05
P77,1.962723618363139e-05,4.125628069016527e-05,2.3214813600951637e-05,-9.194082340223629e-06,-1.7039609258153853e-05,-6.509206261625863e-06,1.8095586140824769e-06,-4.976811956627572e-06,1.0917079467124549e-05,1.60177284806671e-05
P78,-4.97231318766461e-06,-1.5782037532412825e-05,8.232490075080505e-06,-3.556295119491864e-05,1.2434352673647417e-05,6.714554614283539e-06,1.6880855774176065e-05,1.0829504706278954e-05,8.563058598994857e-06,-7.563031350808243e-06
P79,2.5658554422714353e-06,-2.972620920244372e-05,8.995045843874084e-06,-2.800919546804395e-06,1.3796486585768587e-05,-7.262218110813006e-06,2.4765519144765965e-05,1.3226875058465628e-05,1.642942357970136e-05,-1.1609428205863607e-05
P80,-2.2066705776578946e-07,-3.852949082908092e-06,6.36421162746861e-07,1.975720343155868e-06,-6.513742037400584e-06,-6.2545183041292415e-06,-1.8765542763262734e-06,-1.0820287479879184e-06,9.892128745301698e-06,-6.535487102893886e-06
P81,-5.034953772867657e-06,1.3228861801019168e-05,5.7294227444051275e-06,-2.409130542703786e-05,6.0325210595004505e-06,-5.4358197995060895e-06,-4.171287712201365e-06,-3.3099990711274495e-05,-1.2328337486294805e-07,-1.3603452746549803e-05
P82,9.946666455519287e-06,7.634807080266945e-06,9.900159478913931e-06,2.621221227073804e-05,-1.8053323160346e-05,-9.990980469374287e-06,-5.668775960949264e-06,-2.392473835163917e-05,9.620933509001117e-07,3.7757036032437665e-05
P83,-1.5970028739642744e-05,-1.5617635426618437e-05,1.0380719843275257e-05,-1.8993825061316962e-05,1.0745623981682235e-05,-4.138609665492888e-06,-8.528525411757339e-06,1.2369858127873721e-05,4.5812143542117104e-06,3.3547302334007204e-06
P84,-3.346845950524379e-05,4.8940608048403974e-05,-3.930832088899007e-05,5.492659385968237e-05,1.3314101431343523e-05,4.903914851514708e-05,5.927661224886666e-06,-7.132410953357036e-06,-3.6869513545757706e-06,5.874161388192691e-06
P85,-1.244202176238344e-05,1.302486209338186e-05,4.409011359419269e-06,-1.0707062685514297e-05,-9.578381560350368e-06,1.0063136143562829e-05,-1.6290577963725674e-05,-5.961151942903076e-06,1.6470179184177461e-06,-3.7446261646063546e-07
P86,2.883848236188936e-06,1.0247277884258368e-05,3.241516404891496e-05,-4.190358168744055e-06,1.6179076533710205e-05,-1.3215252836886208e-05,1.3786814058284764e-05,3.4988613286741715e-05,2.640048422838893e-05,-1.3292166390807986e-05
P87,1.3882750112347887e-05,1.5606845190747724e-05,7.070825852976238e-05,6.750274221588409e-06,-1.2933227001774494e-05,-3.6501496613244e-05,-1.487347011149302e-05,-2.715396620925711e-05,1.665080161702818e-05,4.932241654961319e-05
P88,1.57844453268826e-05,-4.9353166388247066e-05,1.6029828886264508e-05,-3.0324410471459695e-06,-5.1816713902272035e-06,9.465964608504785e-07,1.4361175354230763e-06,-1.0557293626852935e-05,-2.3769921448085242e-05,-8.81294706600423e-06
P89,1.4623810935480075e-05,-1.8976457879225396e-07,2.5368770702948026e-05,-2.837445246082027e-05,7.984714528589234e-06,5.942731461428311e-06,1.786750364020655e-05,-3.2781680087151264e-07,-5.1938144812236926e-06,-7.331532502489709e-06
P90,8.700473902218623e-06,2.4639383363455475e-06,7.285216495573021e-05,7.987705946129374e-05,-2.20898082344558e-05,1.4584502161997309e-05,-2.335591173218852e-05,-3.247475504563821e-05,-1.729669246936091e-05,7.410957281606318e-06
P91,2.5106037521706662e-05,3.089121191446434e-05,1.0896743024665597e-05,-1.4351773327412315e-05,-3.0579610678694224e-05,1.0576914674167342e-05,5.655836787774949e-06,2.3085179953862684e-05,1.564121171936041e-05,-4.031594916423833e-05
P92,2.1354219194437028e-05,6.117858211258063e-07,-1.1156097041458216e-05,-3.153164712315079e-05,6.174030435219732e-06,-7.116498719625646e-06,2.0790464096636903e-05,1.8053871426603618e-05,-3.055735885368338e-07,-2.1694611789618395e-05
P93,1.983773118512588e-05,1.12051495006448e-05,1.4135981688331563e-05,2.3949501551231604e-05,-3.404474647650301e-05,-1.225054994981171e-05,-1.3194139190995761e-05,-5.354424034929297e-06,4.6774761000851605e-06,2.6804206698474156e-05
P94,7.36773813004416e-06,1.8717930707188202e-05,-1.0014464900517527e-05,-1.481591805801324e-05,-1.4356731891262747e-05,-9.206694792839249e-07,1.129955581274239e-05,2.0392320765619514e-05,2.5039956707020817e-05,-4.346033137351738e-06
P95,1.4496089916352702e-06,6.904941431742662e-06,-3.3128137895899125e-06,-2.3944993585544484e-06,-6.554932761448245e-06,2.9410742055592434e-06,3.0520679899863866e-07,-3.837897722211507e-06,7.630905625183467e-06,-3.487767988226268e-05
P96,-1.0550826260344879e-05,-6.492354719522776e-06,1.6245106034565532e-05,-1.4071574422604382e-05,-9.032552133634783e-06,-6.195736677797829e-06,-2.475064050724558e-05,-2.5707198591140253e-05,-1.6652151433947226e-06,-1.08072119224286e-05
P97,-3.786980748036149e-06,-2.702880203984601e-05,1.1569723440758319e-05,-1.8766512308219847e-05,1.931409416310796e-05,1.2482631773475623e-05,1.0761654111075825e-05,-1.616157718175112e-05,-2.0839452218226985e-05,5.163262714542562e-06
P98,-1.0338683749660117e-05,-1.7544449589397808e-06,9.831571152791669e-06,7.104912660998137e-06,-9.096572189974759e-06,2.0789966173320935e-05,-3.7209295422251185e-06,2.586200282476972e-05,1.1366713914945674e-05,-2.305304562337843e-05
P99,-8.832283026262216e-06,1.7948064536482385e-05,8.899493048339445e-06,-5.353505808662752e-06,4.470171476672505e-06,8.168880343622457e-06,-6.040767692393071e-06,-2.5158963777674345e-05,-8.17554363649641e-06,1.8073896346391954e-05
P100,6.264474642687966e-06,1.0512207695621535e-05,2.5886147772110008e-06,-1.026845120333166e-05,-1.494032731576831e-05,1.655902137490757e-05,1.679273247622709e-05,-1.3515433501565748e-05,1.0462130862987258e-05,8.473968451536682e-06
P101,-6.784525671138259e-06,-1.694594696875594e-05,2.079477267623184e-05,-5.021647100375144e-07,-6.908348645400875e-06,1.4264803832359126e-06,-3.2172096216581594e-06,1.681233890614528e-05,1.7728366914670363e-05,-1.775337504195972e-05
P102,6.65147871217785e-06,3.4271896408298526e-05,1.807247183826941e-05,-6.2314954178880405e-06,-1.1224745997628037e-05,1.140064713327487e-05,-9.907504655883026e-07,-2.0499497713481345e-05,-1.1263188320657317e-06,7.036909160240072e-06
P103,-1.543463459332986e-05,6.072642799652731e-06,3.298826629802309e-05,-1.9484109313435225e-06,-3.3826684452736497e-06,3.0916754974266995e-05,-6.247884839975402e-06,-2.0704602046264293e-05,-1.1056217504925052e-06,-2.6120116315412137e-05
P104,1.4151924245240678e-06,3.6924187907754597e-06,2.8624047680436682e-05,1.908827749576043e-05,1.7251601155347535e-05,-1.6587994766658568e-05,-4.93882692524498e-06,1.1189858481451634e-05,-3.7556450005265477e-06,2.463120151540384e-05
P105,2.4174598647007904e-06,-3.045078554539095e-05,-7.884934592056246e-06,-3.805606789950405e-05,2.981136497291932e-05,-2.229456448176706e-05,1.004588714523507e-06,1.6128672329859285e-05,-2.0140079773572168e-05,8.443874005781255e-06
P106,3.6305404707368677e-06,2.8322723552882544e-05,-3.060901783090089e-05,1.0693548471072747e-05,-4.167278428147394e-05,-1.8530516040268135e-05,-3.429963222636415e-05,-1.3139526193770479e-05,9.505621036007272e-06,7.352208271700254e-06
P107,-2.279598887979569e-06,-1.6440802798345106e-06,1.2530357155687366e-06,5.189511423019473e-06,-1.4313409579756243e-05,2.3924771588768067e-05,1.616036565399567e-05,1.784661738265324e-05,1.958612094423535e-05,-6.068057105110486e-06
P108,4.2988128907421076e-05,-2.8918526401355512e-05,5.553749109419887e-06,-4.361452260281916e-06,-2.8620895110634302e-05,-2.266056924309914e-05,2.119546141904566e-06,-4.239642837846556e-05,-2.4543513911680272e-05,2.6577822259938835e-05
P109,-8.445151374967402e-07,-9.474829306596578e-06,-2.7038456975382185e-05,2.1662082558314325e-05,-4.6858481123613054e-06,4.050171849833751e-06,-1.2931667379063568e-05,-6.976324012107491e-06,-2.0968724699805706e-05,-8.334923375654616e-06
P110,9.15366252184492e-06,-2.186305454974298e-06,-6.959921946284844e-06,1.625390600398688e-05,-1.3043668172265689e-05,3.94874920937394e-06,-1.1489714789557348e-06,1.3431975221994252e-05,-2.1646761193001157e-06,-4.623922950925389e-06
P111,-9.66514616990849e-06,4.058364999863891e-06,1.199007594623045e-05,7.893841133816965e-06,-9.983485979005603e-06,-1.4680948533591287e-06,-5.59442760925382e-06,-3.8564045948292336e-05,1.4262988950776e-05,-6.9712829507663444e-06
P112,7.658512891175508e-07,9.041666793765436e-06,-1.7795437678127493e-05,1.1586925093905268e-05,8.750818322197625e-06,1.44824967180364e-05,1.7190653475035195e-05,1.6342305722142914e-05,-1.6929854578309755e-07,-5.859799180546487e-06
P113,3.9176605045963125e-06,-1.308226673813834e-05,-2.3951836397544677e-05,-1.3260504948716488e-05,4.4493509893226216e-05,-1.7432881381378856e-05,-1.0502096683246169e-05,7.864036931120954e-05,-3.49330517595255e-05,-2.546531708269662e-05
