,0,1,2,3,4,5,6,7,8,9
P32,1.1551066649868186e-05,1.8643597713751585e-05,3.709982488037003e-05,-1.2289334790645257e-05,4.380993586518018e-05,-3.4846241141459934e-05,-4.516918103190893e-06,2.685654732605949e-05,5.283304848540272e-05,-1.815052985195286e-05
P33,-6.974984743893069e-06,-2.2331918078311724e-05,3.909570416470252e-05,7.64847786298207e-05,-5.5118186894833644e-05,1.794216367185684e-05,5.866977262995558e-05,9.13062687538796e-06,-2.6591648606350124e-05,2.313505987557212e-05
P34,3.950260919033822e-05,2.3353506990078654e-05,0.00010209532074805221,5.5214375965524816e-05,-2.928234102157496e-05,-5.1765191569705035e-05,6.195638214974539e-05,5.758615965251873e-05,-3.5921921904463316e-05,0.0001059808330342361
P35,7.897392171080705e-05,-8.935440830434502e-07,0.0001224391454807145,-1.3696287498945331e-05,4.136574411531084e-05,-1.1811920446677237e-05,-6.361613981543425e-06,0.00011338783425337206,5.570770450282099e-05,2.0811003056520993e-05
P36,-4.5935137007260124e-05,2.859413974637512e-05,-8.150768052928438e-05,-3.915427339501237e-05,3.3422796096515064e-05,-1.98309981352552e-05,-1.6999847219644013e-05,-2.8121337300495135e-05,-2.1283903557059447e-05,1.0244660782080215e-05
P37,1.502759047075728e-05,-3.336826086655664e-05,-7.769100774882281e-06,2.2363705885204525e-06,1.0419925133654806e-05,3.628633862311692e-05,-6.019247256528631e-05,5.3816573822515045e-05,-1.6788207054055544e-05,4.294613265940022e-05
P38,6.863407455135785e-06,-8.341791022257062e-06,1.0907824315170263e-05,2.8024223524632155e-05,4.720241448878844e-06,-1.882420487889615e-05,-1.7804363740817368e-05,-1.17379619087336e-06,4.7155134382314634e-05,-4.172090783968952e-05
P39,-2.6026543204551826e-05,4.677660247898261e-05,8.269056145966376e-05,5.2220917471135914e-05,-7.680164244006776e-06,-2.659934242690105e-05,-5.246956467616637e-05,-7.258141975646781e-05,1.3670590590323306e-05,2.4502840680887118e-05
P40,-4.1924855441551404e-05,2.596712201919033e-05,-1.390468957562026e-05,1.2234730913658447e-05,3.0152829914023224e-06,3.5270659752977516e-05,2.073120493999831e-05,-2.410084834152072e-05,5.552709986435104e-05,-3.220372626513777e-05
P41,-1.1312913542392208e-05,4.1485724355595e-06,-7.590147467344353e-06,2.870753399914893e-05,-9.34295939740426e-06,-2.836312170884309e-05,-0.00010427050604258376,-7.12020208779847e-05,-1.4530963542163603e-05,-4.640623424588158e-05
P42,-7.272127377171145e-05,6.096597059827955e-05,-1.5821894873915268e-05,4.752197296942033e-05,-1.828797677475881e-05,2.3498043985038537e-05,-1.683132456627677e-05,-1.6185705512556953e-05,-6.77745692845462e-05,4.02160034271423e-05
P43,5.656926482400931e-07,-3.832188441602437e-06,1.0449115722387667e-05,-5.685212573665072e-05,4.097898340504717e-05,-2.1587910115653842e-05,8.561239264171221e-07,2.8000651784697208e-05,-7.12734840112503e-05,6.377091133509102e-05
P44,3.459156174668481e-05,6.548305476219507e-06,3.165157558386892e-05,2.7629360740586643e-05,-2.655946603491357e-05,-2.6849173175149364e-05,-4.389502598718957e-05,-1.959711804607996e-05,3.938991460860665e-06,-2.9939655715878844e-05
P45,-0.00010369561396742204,0.0001637019484663977,-0.00011328246661712594,-4.977922509465278e-05,1.2818930355882122e-05,3.1875921316607426e-05,0.00012982144291979678,1.9366441953821457e-05,-2.8396659952203106e-05,7.459400332174401e-05
P46,-9.288846899578075e-05,-2.3409280766369632e-05,-7.356829769870898e-05,8.550476735208219e-05,-4.8681110759437284e-05,7.221105208312642e-05,1.7333677587439084e-05,-2.9236166408380324e-05,-4.5849886736061465e-05,-7.556963587974298e-07
P47,6.013280899775687e-06,-6.904607259156223e-05,5.612625403372427e-06,7.100646165233765e-05,-2.7754238433545103e-06,7.018411145675793e-06,1.5907791786412594e-05,5.5804868765756827e-05,5.345292230893588e-05,-1.959811773505716e-05
P48,-1.6153827905570142e-05,9.552754115082357e-05,2.1434503065314746e-05,1.5286036190227236e-05,-1.7984241580860753e-05,3.304090802335683e-06,-3.506019206794093e-05,-8.534735134443916e-06,-3.331700003039403e-05,4.8684684519348495e-05
P49,4.018179673124546e-05,-3.4194478218589706e-05,-6.695068831174752e-05,1.751454996159075e-05,-4.341740033254014e-06,7.914044240737734e-06,-8.82086943317466e-05,3.4267909071153575e-06,9.901085380910443e-05,7.55452400375973e-05
P50,3.67290392102107e-08,1.4234242153628e-05,0.00011134216715616039,4.215274602451229e-05,-2.7694174350852314e-05,3.881901568175781e-05,1.8938831859485186e-05,-3.540179296934601e-05,5.095333457128979e-05,-1.1411791511897765e-05
P51,-4.838249724247769e-05,-3.510368503365814e-08,4.547541382783431e-05,9.786800317193936e-06,3.2705601781752094e-05,8.826377572657791e-05,3.62118832392469e-06,6.840992489867432e-05,-1.1172698647968519e-05,-2.7926794975303763e-05
P52,-0.00013280164024417548,0.00011739471400159704,9.91624072831077e-06,-2.4864269041589664e-05,2.65595127566607e-05,0.00010798224521704888,7.482474849838982e-05,-4.3402305871961117e-05,2.1822165953274894e-05,-3.408723197163908e-05
P53,4.769338540215433e-05,0.00011053734407390128,7.424930662282845e-05,-8.764933358030268e-06,-3.6585689759986544e-05,2.070753112435285e-05,7.550492713086568e-05,0.0001053847316039038,-4.783221832625013e-05,-1.8670059349800223e-05
P54,-5.8214997384721696e-05,-2.710146616007644e-05,4.4996115311795974e-05,5.029261942630491e-05,8.86921453320923e-06,-3.615744599589363e-05,3.766004251469046e-05,-4.367126918194313e-05,-3.368129050404381e-05,-3.8347795518082774e-05
P55,8.834698693536893e-05,4.2346644938403644e-05,3.319948692274174e-05,-4.20532033480513e-05,-4.267936621843438e-05,1.7859449985614586e-05,-0.00015053402867342422,-5.161845713550026e-05,-8.911122435308755e-06,-1.2751786323637673e-06
P56,1.0030280616888949e-05,-5.461618277261644e-06,1.0345930638071743e-05,-1.0530790751379221e-05,-8.26608945741613e-06,-1.70844950493946e-05,-2.9582057803819893e-05,-1.7486751281806448e-05,-6.088065113236409e-05,-6.480895708501464e-05
P57,-1.5779414028179416e-05,-4.384995332526085e-05,5.2569780459906694e-05,3.205738228391529e-05,-2.173012590495592e-05,8.907443722449334e-05,-1.4764637113257994e-05,2.5283613086077208e-06,-1.2180249130896124e-05,-1.6472301136037118e-05
P58,2.094295381372454e-05,1.0561614147390139e-05,-2.1251613510835142e-05,-1.5131679960902512e-05,-2.016007043332581e-06,-1.2855598632139503e-05,4.201992492626179e-05,5.766086961658465e-05,-2.5032549070085107e-05,-5.537298993369297e-05
P59,1.2808483721211093e-05,7.54890898604834e-07,-2.014883844789271e-05,-5.6728492436789076e-05,2.7512083617300953e-05,-5.111708913755741e-05,1.1622094757915901e-05,-6.641000177194612e-05,5.9750153506016616e-05,1.441095957372852e-05
P60,-4.299255885367899e-05,8.47757592138394e-06,1.3567014055094898e-05,9.84915791384074e-05,-2.4621568027420083e-05,2.2705076601141697e-05,-1.6920564975595083e-05,-3.081859119590273e-05,7.489538090417881e-05,4.4889094913064235e-05
P61,5.656916470190253e-06,1.0163380344838189e-05,5.657113012045526e-06,-4.5899506893687034e-05,-1.7829759134798014e-05,-2.798003845439368e-05,0.00012279263220735248,5.005695433346526e-06,-9.294720211739196e-05,2.4027001848101132e-05
P62,-0.00012019422968666954,-3.431494696715196e-05,-0.0001460232371813413,6.487340928577542e-05,5.076712492500454e-06,2.1163454111517745e-05,-5.409876885037099e-05,2.0417769089026844e-05,-0.00014861885565067563,-3.644641146669177e-05
P63,-3.3422666376663884e-05,-1.8989013561793253e-06,-3.42007216200986e-05,-9.925442112641673e-06,-2.3976813359655007e-05,-1.5491854517837855e-05,9.105863708947816e-07,-9.357610473585513e-05,-6.023610804573032e-05,-5.335401434495108e-05
P64,-5.072629370063159e-05,3.271821538740425e-05,-2.2019010243589038e-05,-5.4971950673907664e-06,-1.1591536346084765e-05,-5.083658088594987e-05,9.640808808435023e-05,-7.614368287876512e-05,-3.3631718808006935e-05,-4.387302214708022e-05
P65,7.214002811612927e-05,-6.59828823519836e-05,7.691680105687449e-05,-4.649385332930293e-06,4.545170651365331e-05,-0.00013442868412721388,5.285981433936497e-05,3.120894957260763e-05,5.5710345540434855e-05,-5.1969523375793e-05
P66,-3.612245090269493e-05,-1.9176270107935022e-05,-8.150870129107197e-05,6.161234802778536e-05,-5.4424079466312836e-05,5.9820960650850026e-05,-5.35643562316725e-05,-1.6156480791259913e-05,-4.560373864324007e-05,2.9581609084719943e-05
P67,0.00016460369336740357,-3.083256401634183e-05,2.707371907577599e-05,7.965874952735319e-05,-0.00014659809856203913,1.650634287206831e-05,-7.524709321934248e-05,2.8360669152537477e-05,1.2483771044209148e-05,0.00012213354248650303
P68,6.441228492430964e-07,4.4795381982719144e-06,-7.058233368470923e-05,3.848914845579806e-05,-6.564384004831975e-06,-3.0657719596339453e-05,9.656526313828054e-06,5.579818099211162e-05,5.49866930375743e-06,-4.143153836485445e-05
P69,-4.376869198525167e-05,-6.722912325956383e-05,2.2190668083642718e-05,-9.42413116639812e-06,4.17559344394686e-05,1.8004334371009463e-05,-1.6411839297140064e-05,-1.4752210388662909e-05,-3.990323628751363e-05,7.748727420825121e-05
P70,-2.4662602098427487e-05,1.53142729086681e-05,-6.184745268846058e-05,-2.8207420324962915e-05,-1.0035086675133469e-05,0.00011724718112769749,1.743387557295341e-05,7.26085006290734e-05,-3.7768426756037065e-05,2.565770385439198e-07
P71,-0.00010882605980847872,-6.064726031042907e-05,3.889277497447089e-05,8.312014554537339e-05,2.1527639681311744e-05,-2.7045227764683696e-05,-3.237268790145121e-05,-8.212581312131524e-05,-7.532261053454724e-05,4.217370264208084e-05
P72,-1.103631705288554e-05,-3.6623733616177956e-05,5.911562963793575e-07,2.8602855338117142e-05,2.0507477961296747e-06,-3.8660633168082674e-05,2.2837896809187836e-05,-8.54224134905321e-06,-1.3114053607044419e-05,3.999454732220368e-05
P73,1.326419402583514e-05,5.8302964286428144e-05,6.047621916526868e-06,-2.651024681915191e-05,2.4297838593491036e-05,-1.6241835261510736e-05,-7.506891504662654e-05,1.0466978384277882e-05,1.2430009319421877e-07,-1.1600781858795864e-05
P74,5.356027066226194e-05,2.234187126904318e-05,1.628358731830355e-05,-5.565570620387917e-05,-4.185969824697152e-05,-2.07708430602512e-05,3.1330789161834825e-06,-2.725075682771241e-05,-0.00010283032684607792,-3.380228855704085e-05
P75,2.6451720306253264e-05,-7.167369131948079e-06,8.052488079721316e-06,3.9909580763105874e-05,-2.0005535685232306e-05,-1.2121565696581512e-05,-3.8041024348924946e-05,-7.389678949725007e-06,4.93952576614623e-05,-6.589606495156327e-05
P76,9.017249314903844e-06,-6.302779237059883e-05,2.010344304389936e-05,4.075685291665514e-05,-4.240688218566397e-05,3.7244587562554245e-05,8.694907010582372e-06,-9.213834842875489e-06,-1.945170005936115e-05,-3.181150975301583e-05
P77,5.272182863374792e-05,4.797926187007713e-05,5.054870315764786e-05,-1.002641536279169e-05,-3.7257772669154095e-05,1.7734918607863973e-05,1.6529120896430606e-05,1.2078183192102115e-05,1.8955458494172937e-05,2.1503367622419886e-05
P78,-3.781860003816695e-05,-1.1916917620376222e-06,-5.64761359080491e-05,2.111381682646553e-05,-2.2403406546804734e-05,-1.1252403183338068e-05,6.0682090796885906e-06,3.9901614893352554e-05,-0.00017919018633889275,0.00016501432941361518
P79,-1.6094525258586977e-05,3.988568994253748e-06,-6.924164415066905e-05,-4.694663657328147e-05,-1.0537613655753515e-05,5.3338897650681213e-05,-7.1361346908301385e-06,-2.115148214922556e-05,-3.181223867814147e-05,-6.722048342235564e-06
P80,-9.672807556612359e-06,-2.3744827912927906e-05,-7.609057657470813e-05,8.034693125200717e-05,2.3429826012017624e-05,-6.610268607471458e-05,-6.37293947883678e-05,3.543324141119493e-05,7.61006473513732e-05,1.9612276012628383e-05
P81,1.1466960717548824e-05,2.993987197000129e-05,-7.799971976296866e-05,-3.872698621363961e-05,3.419199544782078e-05,-2.796404736762426e-05,3.1838793351235146e-05,7.3532381865315695e-06,0.00012999265945251495,1.214088885375834e-05
P82,-6.569677919996721e-06,-1.3527496549948018e-06,-6.131804506291053e-05,3.3039632110391706e-05,-4.385052832888217e-06,3.216761006702906e-05,-8.039520510034581e-05,1.199738162509928e-05,4.646814518445368e-05,6.208926693843215e-05
P83,3.700992353091858e-05,-1.666080950507359e-06,1.2559703133482739e-05,-9.739929490698313e-06,-2.8205715223510522e-05,0.00011339262626806077,-3.0954002596577605e-05,7.745903462398921e-05,-5.657791782745546e-06,2.7784192564924066e-05
P84,-7.401174518917222e-05,1.1132474628952962e-05,-3.3176818741912154e-05,-6.506853536864584e-05,6.644139474292193e-05,5.727030079336927e-05,-3.342390643938566e-05,-5.1188662670378395e-06,-3.375618520970198e-05,-3.418550651469313e-05
P85,3.388906458157235e-05,-1.2917434848049372e-05,3.616203933687616e-05,2.5851441436026534e-05,-8.55553098145093e-05,8.194864355913923e-05,5.091054311544469e-05,-2.5938982362317883e-05,2.0705753381640045e-05,-9.36277326188854e-06
P86,1.8287295686115427e-05,-2.4595780686587402e-05,1.4379304342060579e-05,-5.276235423376779e-05,1.4297558761483184e-05,-3.698353229730452e-05,2.7668448870831787e-05,-7.133851377958832e-05,3.3129384922446796e-05,-1.4607597128348184e-05
P87,2.8510184867996165e-05,-7.567448930128869e-05,-7.992124270292476e-06,-3.2295447415678184e-06,6.816330851911606e-06,-5.1238404060552486e-05,-5.032018638053207e-06,-3.9290533727851396e-05,3.053584352088307e-05,-5.4280176236301576e-05
P88,3.6849646738976e-05,-9.409876797539457e-06,-2.4037195554690253e-05,1.3810415431409276e-05,-5.7757326309619376e-05,4.055765572865333e-05,-6.753321747926836e-05,-3.4898876442735014e-05,2.5572204422649562e-06,-0.00013403322647975217
P89,2.0797466729865176e-05,-1.0015204502422962e-05,2.7207171214518487e-06,-1.2725294928906707e-05,-4.6548746622692046e-05,4.01283389787298e-05,-1.0673941323205254e-06,-1.3954803450491734e-05,-6.73776097097306e-05,4.1087724721600624e-05
P90,-1.888603111758428e-05,2.9729961551497753e-05,5.676607791278059e-06,-2.36734001847266e-05,1.8870823313617627e-05,9.350405863618825e-05,-5.1850875925070527e-05,3.144746546840773e-05,1.87082920567027e-05,4.557242756971249e-05
P91,-1.4995832461059573e-05,8.044969422699622e-05,-4.3720525464126985e-05,-7.926137098183137e-05,5.269562529552994e-05,2.1361834229710174e-05,4.27993776508167e-05,3.76743837536336e-05,7.231342640412128e-05,-4.055259637633171e-05
P92,-2.0475599673381965e-05,5.9089954005098026e-05,1.7978890489319527e-05,-2.0095081876963898e-05,-4.6216547828764956e-05,5.4564779122210326e-05,-3.60529106406245e-05,-0.00010458197417516357,-2.9132821334930045e-05,-0.0001149292998692004
P93,4.165613148817814e-05,5.6678111782062016e-06,-8.16003048011106e-05,-4.764206032469411e-05,7.171270359410467e-06,-4.816858780668561e-05,7.381287878484538e-05,2.93791668909151e-05,5.622022432173659e-05,7.321505181058197e-05
P94,1.878062573463027e-05,7.369014518209026e-06,-9.389038883159985e-07,-9.169380980511132e-05,8.085586761794224e-06,4.696415169686994e-05,8.55809538832606e-05,9.39316573511477e-07,2.1635864393735943e-05,2.9087486133545943e-05
P95,2.3251048194060896e-05,-1.0738309540143454e-05,-1.3090999109994063e-05,-3.532015050661773e-06,8.450572053867941e-06,-7.430201896822244e-05,6.439509397468011e-06,-4.054827938811557e-06,-4.322330439633084e-06,-1.597366904271216e-05
P96,-8.63805634278448e-05,-4.0070303889631464e-05,-0.00011959781438477027,-5.583340568156032e-05,2.547615232663912e-05,4.045870746044542e-05,6.0497356988506966e-05,-3.522809014749103e-05,-6.435788037605539e-05,-1.0342644549900446e-05
P97,-0.00011221666199003315,-2.8330525563100657e-05,9.222849110958027e-05,0.00010732961271116108,4.403702263297126e-05,4.473026968158716e-05,2.3499177370838245e-05,-1.0705501715060298e-05,8.348560932266926e-05,-4.900253530805057e-07
P98,-3.5339093789828885e-05,-2.6673682529211812e-05,6.149744203580855e-05,-2.8917798268736968e-05,5.7250093236082926e-05,9.295308564599095e-06,4.443081565134251e-05,4.974716593243028e-05,-5.9730537056837396e-05,-5.6897348828570915e-05
P99,6.736279331987557e-05,0.00017421759902449836,-0.00022637303487610502,-4.259687656212475e-05,-1.4562863814324839e-05,-2.2318027176534364e-05,-7.015907405356339e-05,0.0001459535536850777,4.5779370076841916e-05,3.782169502539493e-05
P100,4.568242402118276e-06,8.3133161819028e-05,-1.87201095443474e-05,2.1626710635589286e-05,2.052014869542186e-05,5.307639070822141e-05,-4.3356221493379664e-05,0.0001467495329358138,3.2855276127012785e-05,-3.459359813456182e-05
P101,-2.8438560937040294e-05,4.895914816779759e-05,2.5115139651187132e-05,5.6679998823266735e-05,3.750830425789525e-05,-1.5244179946427312e-05,-9.30855210365684e-05,1.8096930733042284e-05,6.965571892721969e-05,-2.271338564501642e-05
P102,-0.00012782803331153666,-9.413316966521714e-05,7.749004040172205e-05,0.00012764533552384787,4.0494032861279096e-05,2.944519346059207e-05,7.985309839707343e-06,3.3315145304873076e-06,-2.7975069997787693e-05,-1.861864166030466e-05
P103,-3.7644516855759452e-06,-4.1283249843734925e-05,1.7853091859707307e-05,3.513637422190505e-05,4.134074743142226e-05,-5.5511706034024055e-06,4.5669317613962826e-05,9.015757887271712e-05,6.571346592307596e-05,3.0056422641243663e-05
P104,-1.7381677875470507e-05,3.805718244449352e-05,1.4397185948179141e-05,1.7076624343961063e-05,-2.6557232773879134e-05,6.744482738444682e-05,7.228676984145357e-06,-1.3782729257862374e-05,4.032626957646882e-05,-5.810446515029331e-05
P105,-8.35589479077515e-06,5.151245094309263e-05,0.00012063722401317134,6.148607860160735e-06,-2.053148125949044e-05,1.621475157896797e-05,4.3824236250807795e-05,-7.924030329589356e-05,4.7140114174664934e-05,-4.4987920813546934e-05
P106,-3.228756968550687e-05,1.2566397179703936e-05,-6.160679964523552e-06,1.846309402770384e-05,-1.4063843317872922e-05,7.861773743398715e-05,1.4469354174816238e-05,-1.323670439428359e-05,6.469268610267758e-05,-0.00014087969495280744
P107,6.186662032700747e-05,-5.040292080717439e-05,-6.355272042459967e-05,1.5715202944471037e-05,-9.454841756286868e-05,-7.227896185235541e-05,1.2185015728718518e-05,-0.00010976265672903076,-3.306274650641326e-05,-0.00013539863500287215
P108,-3.6029512958953014e-05,9.36489709231032e-05,-0.00010856713034271487,-8.559655351356296e-05,3.588154857850443e-05,1.562702729393864e-05,-9.527475857580396e-06,-1.1526617262305923e-06,1.505355478780045e-06,-7.600850197573146e-05
P109,5.6494565181842114e-05,5.9337277705561256e-05,6.341674148271025e-05,-2.3127954546288756e-05,-7.679732427338416e-06,4.695465578496982e-05,-3.0791797390665064e-05,1.9782259581354548e-05,9.56280552159986e-05,1.3976846071019725e-05
P110,-1.4452756597798603e-05,4.9036801935616135e-05,6.800207593005364e-05,-0.00010133533495034798,7.646590693047902e-05,3.6973506384182456e-05,-5.877452704782806e-05,-3.0440428043205332e-05,3.087843532842416e-05,2.247777636111385e-05
P111,1.4475408635881114e-05,8.033391544263351e-05,-4.483996954962252e-05,2.2281881205503395e-06,2.9961337496931667e-05,-0.00013893345745721224,-6.599476539780481e-05,-5.888364921030793e-06,4.740978027794208e-07,3.682287672304126e-06
P112,2.9963890681815666e-05,-6.003633736158113e-05,-1.7614404888055372e-05,1.0225407414471942e-05,-4.032541332742688e-06,-4.27941038975161e-05,-4.724584394119515e-05,-3.903192274709805e-06,-3.689904507814365e-05,0.00010253367111346255
P113,-2.3549949037916275e-05,-2.296466285924611e-05,3.2838676446904445e-05,-3.3398364032229295e-06,-1.880489776361939e-06,2.197457802144572e-05,-7.0843227896956636e-06,-2.134464800181363e-05,-6.974124040614975e-05,-4.2427768366323955e-05
P114,-0.00011655614640944043,-9.957259072238553e-05,-7.812678208160041e-06,7.757829344876097e-05,5.480009479741279e-05,-4.8249077268827396e-05,-3.1695559756641416e-05,-3.0997275732774776e-05,-9.306530474395168e-05,-4.7613381844483915e-05
P115,-5.8899243000780366e-05,-8.698846288000763e-05,-6.403410809071447e-05,5.341227065644785e-06,5.3713829414395176e-05,2.4984288300658984e-05,-6.936491671418084e-05,1.0087409491531599e-05,-2.6400145388579856e-05,-5.0790293700601837e-05
