,0,1,2,3,4,5,6,7,8,9
P12,3.968728291692581e-06,4.981005603545933e-07,-2.4147936731261973e-06,-3.3655447761148094e-08,3.420747118395773e-06,2.962544547382111e-06,1.0745169880161417e-06,5.54533200523915e-07,-3.5410701134530468e-06,-5.156441376585891e-06
P13,-4.023368594984906e-06,1.0415405915916115e-06,7.425943848585691e-06,9.662895598580015e-07,-1.05906389188899e-06,-1.5598668764108946e-06,2.6074235590991006e-06,-8.001690915007705e-06,-5.27370246615705e-07,1.0366287379134855e-05
P14,-3.520475401697999e-06,-7.81888886887416e-06,7.996439317495708e-06,2.750805890499718e-06,-2.872125774498708e-06,2.8770609177935754e-06,-3.2320409657644574e-06,-2.362307387480875e-07,-5.624966769975787e-06,-5.513414913795012e-06
P15,9.241700459852645e-07,-1.1217321893752509e-05,5.445101122548187e-06,-1.4329004891693378e-08,-1.3682918784440289e-05,-4.32779229209314e-06,4.6638423202268256e-07,-7.13634379132258e-07,-7.222419763353396e-06,-2.347801256619847e-08
P16,5.2527799906913385e-06,6.911145421141453e-06,7.508206106348822e-06,5.290508497599034e-06,-8.924644013548976e-06,-5.085186516065474e-06,2.654078929531902e-06,3.228553778040067e-06,9.121717409601516e-07,7.915457086867211e-07
P17,1.811030433830425e-06,8.641313675679168e-08,3.053149749021708e-06,7.004198494219179e-06,-9.243804360103812e-06,-3.5586898871971966e-07,1.917793639553858e-06,2.1666652822350186e-06,1.0454673380885034e-05,5.690509521676839e-06
P18,4.578716216774169e-06,-3.01617077037378e-06,6.761845402902778e-06,2.251234737529425e-06,-3.922678754943805e-06,4.640137696650478e-06,-2.0310609966964037e-06,-5.7378888895926245e-06,2.0202042206694934e-06,8.147098525918776e-07
P19,-2.384941340918012e-06,8.148902182772693e-06,5.921855225401226e-06,9.233313200046177e-06,9.470342363342079e-06,2.6051594134430373e-06,5.021271592357997e-06,5.8162009309273e-06,2.23484273448527e-06,4.733493163967654e-06
P20,-3.302950317086557e-06,-1.5003828368580089e-06,-1.9827494176429417e-06,1.0301359427508856e-05,-4.020629434448768e-06,-3.8276223879684225e-06,1.5590474471234767e-06,-3.265669781015484e-06,8.37986645367756e-06,-3.392844998285601e-07
P21,1.8759547277586647e-06,-5.989820497822435e-07,7.875676945770396e-06,1.0934104021655209e-05,-9.466788877924675e-06,-6.911077378356993e-07,3.8098125904191776e-06,-7.586926320570811e-06,5.807624075493357e-06,4.61794966175215e-06
P22,-2.5470955802269076e-07,1.1636218579514713e-05,-9.476609071479031e-06,1.702008241442367e-05,3.2894329802685704e-05,-5.612476675094307e-06,1.94737776273901e-05,1.2423096841544549e-05,-1.2835729663849627e-05,1.535783721429108e-06
P23,8.564050959447863e-06,3.003014689849175e-06,-5.034202677691043e-06,-9.419388735101494e-08,4.2132507957472155e-06,5.59832254292978e-06,5.696661849240257e-08,1.1162335498938998e-05,1.3819693576175643e-06,-6.677309435013925e-06
P24,-8.006795742925655e-06,-7.088948345518689e-07,7.9827154423227e-06,-1.1560094558378357e-05,-4.628699252519125e-06,-4.176356394294063e-06,-6.537998306049299e-06,-4.604366017533765e-07,2.2410490466608785e-06,1.4135639671922337e-05
P25,2.9354448860731e-06,4.028727833762656e-08,-5.677433986661217e-07,-2.0462518584314225e-06,-9.601876975221207e-07,-2.8664643845845476e-06,3.50235882995572e-07,-4.296878889817749e-06,-2.356492705209818e-06,1.0979286115112062e-06
P26,-6.867325747292329e-06,5.689211585165152e-07,-8.833282244725775e-06,3.244557213701786e-06,-9.490658460769436e-07,-1.948796394409555e-06,-7.290771668775286e-07,1.0490709694511535e-05,8.359900719653423e-06,-4.7436190726765095e-06
P27,5.6691543892439e-06,-1.9681306694553505e-06,-8.526510922052678e-07,1.8350042688505168e-06,-6.257527032968636e-06,6.267573113116304e-06,-1.0428854555643739e-07,-1.6712750837169515e-06,4.4079649033023326e-06,-4.017447092550684e-06
P28,5.629290585923663e-06,2.5447829927025705e-06,3.7647789175993787e-06,-5.2307281397143785e-06,3.233935088619601e-06,5.349986728492458e-06,-1.8843434149384245e-06,-2.99192067413493e-06,8.306004350938472e-07,5.2747296276110865e-06
P29,4.7690644459505136e-06,-3.1572074495952865e-06,5.2480103363256145e-06,-1.200824815767961e-06,-6.206089057772578e-06,7.12349586087392e-06,3.391446453071068e-06,-9.811896694068735e-06,2.88433171450334e-06,1.0689283848784462e-05
P30,-9.28501292447435e-06,8.783778348609252e-06,5.575286930477438e-06,-5.448042239099011e-06,2.2122123051142154e-06,-5.158929224970414e-07,-2.44752743132977e-06,-4.084270511968593e-06,6.889638173220589e-07,4.634360748169777e-06
P31,3.904203010205933e-06,3.729931787618449e-06,1.0930931643714247e-06,4.170506422903784e-06,1.3193708809166276e-05,5.132187568263145e-06,7.952844438499575e-06,9.478871493916655e-06,-9.968483780219454e-06,-8.579746668296623e-07
P32,-2.8328464071560088e-06,-5.78263926273592e-06,4.986073981904217e-06,-2.4145640974477427e-06,3.6848742774533852e-06,-8.595835906637875e-06,-1.9125000509699966e-06,-2.4008620258649595e-08,-2.401112019212448e-06,1.368549053535294e-05
P33,-1.7272961985966438e-05,1.0696489340529991e-05,-8.159169971712148e-06,4.884290709763258e-07,1.4710977669830753e-05,-6.724957041367703e-06,2.191704208779797e-05,2.2603776931035403e-06,-1.9656168809845283e-05,8.130780096805585e-06
P34,2.152154980675485e-06,3.1671983333079665e-06,3.5484068125116565e-06,-8.717274145008118e-07,-2.336826829286786e-06,2.2294239950155787e-06,1.747955747073086e-06,-4.26082423635368e-06,-1.8854785452350952e-06,7.318189505215367e-07
P35,-6.807434962222374e-06,-2.116601300181445e-06,-6.984312380352298e-06,-1.3000081981113837e-06,-5.621364080832654e-06,-2.769095995660382e-06,-3.1902647622465523e-06,-4.089301306812141e-06,6.001741463738117e-06,-4.252368191521867e-06
P36,1.5200590728260907e-06,5.230618619421045e-07,1.3537138515211334e-06,-3.423144478340544e-07,3.1164259344805046e-06,-1.0625403874568555e-05,7.906213852328439e-07,4.854836444629937e-06,5.245531760467766e-06,1.8028145232046506e-05
P37,5.034490673864888e-06,3.7482790815193472e-06,-5.909378928811628e-07,-1.678979141295678e-06,2.211114860450696e-06,6.234147965426487e-06,-7.143472891119583e-06,-5.146135317702995e-06,2.926033826615654e-06,-1.1795170579859094e-05
P38,2.4612120124079626e-06,-4.932051601784829e-06,-1.8201531288256523e-06,-4.465345098394623e-06,5.937222360919629e-07,3.165338633697812e-06,-3.1374869178103326e-06,-3.7358840446323993e-06,-2.6423536249201647e-06,-3.2754534940188248e-06
P39,-9.23052953806336e-06,1.0476294925865914e-05,-4.6862644743032454e-06,4.6332845009500146e-07,-6.452688287120764e-07,-9.463408426205265e-07,5.297600944629156e-06,2.5345097236648318e-06,3.621688768614827e-06,2.995648048199841e-07
P40,2.2491318484241074e-06,5.8952866225137925e-06,2.2050226723827667e-06,1.8441056619006475e-06,-1.7140521031157037e-06,-1.078357093554249e-06,2.0776664130693276e-06,2.517277563070704e-06,2.4223376650653675e-06,2.3548402796014993e-06
P41,2.55253312012719e-06,-1.4694228954146324e-06,3.6928537401475516e-06,2.0325656718903073e-06,-1.1467028120388102e-06,-2.056925714555909e-06,-2.5954271809954226e-06,-2.8398756853107403e-06,-4.506473842188238e-06,-6.437302880183586e-06
P42,3.7068869210547517e-06,5.848109759114587e-08,3.0901100966064727e-06,2.942625066678457e-06,-1.9119533672124346e-07,2.71319027495058e-06,-6.262563706943038e-07,-2.0755216311791645e-06,1.1593174754410984e-06,-1.4292365448395183e-06
P43,1.1380454584813547e-06,6.5455910411390985e-06,3.5197866793719858e-06,1.4730949506306821e-06,-3.835813563015804e-06,-3.297358393352409e-06,3.713541494994809e-07,-2.351895813043873e-06,-2.1096989206249644e-06,-4.3606536208109234e-06
P44,4.7117183938610355e-06,2.965929447686143e-06,-2.4533078447809965e-06,2.2218806902651314e-06,-4.541581355273569e-06,1.1930958952844706e-06,8.371523288713703e-06,-3.7695610248538807e-06,3.0784997921587225e-07,3.993895979711174e-06
P45,6.839642800268514e-06,8.861304200683722e-07,7.150032964742953e-06,1.9883795382189093e-06,-1.7719074730235046e-06,5.221323486098608e-06,1.1316703952494317e-07,-4.667992788381957e-06,1.588931730311298e-06,2.956934155198376e-06
P46,-3.933036665369721e-06,3.355723782091902e-07,-1.2256924914958302e-06,3.5603632303168637e-06,-7.211683935662576e-08,4.0549903373162755e-06,-2.1205667017025866e-06,3.6528947719438615e-06,3.624997785431133e-06,-7.904032656274912e-06
P47,4.879258261232656e-07,-7.483445681188619e-06,-5.952364593493837e-06,2.8919928041014993e-06,3.908173663521854e-06,-1.4212932112539001e-06,-4.756000433543358e-06,-1.6416159190757954e-06,3.5686172383410223e-06,-4.949977347671675e-06
P48,8.54830343588413e-06,-4.084670150501915e-06,7.388048779191072e-07,-4.459488942469743e-06,3.078723586669369e-06,9.646134795366311e-06,-7.445619649744893e-06,-3.622943816432801e-06,4.0178276562961314e-06,-2.52217907652859e-06
P49,5.7003680493910354e-06,8.084128238029027e-07,-6.582455073209678e-07,4.692919403470933e-06,-3.171988718581536e-06,4.447844451012649e-06,2.8942479338365233e-06,-2.4921611667792843e-06,3.524315661044533e-06,-2.0504522154099166e-06
P50,3.1908854865672252e-06,1.702231499088933e-06,5.075961211655627e-06,-8.339359897756294e-06,9.977223401681258e-07,9.033277733157984e-06,-7.425613527061326e-06,9.281799597951493e-06,-1.359659985175545e-06,-5.445276234964237e-06
P51,8.341636222029665e-06,7.22051582773727e-06,-4.984194385930236e-07,-4.319802189534875e-06,-8.375880733940667e-06,4.604699279807601e-06,3.67426643103425e-06,3.377348243206119e-06,-7.483866572283572e-07,-2.8498335161123583e-06
P52,-9.891066432927123e-06,3.506983069746691e-06,-2.053462500273338e-06,7.696091515830357e-07,6.615758216644787e-06,2.9492770553207173e-07,1.0166770149280108e-09,-5.53287595643023e-06,1.0112880863188327e-06,-7.28607910843108e-07
P53,2.6422442689138994e-06,-4.126364810219001e-06,2.1749949967043015e-06,2.766894366730164e-07,-7.619589743729975e-06,-5.706054815140128e-06,8.520590612810103e-07,-5.028879876072931e-06,-1.0053258476416154e-06,4.473300320396653e-06
P54,5.716893505312439e-06,5.1338909164746745e-06,5.031470906884843e-07,3.896752066367276e-06,-5.671635582404626e-06,1.3327598206790787e-07,8.521661454694723e-06,8.221144239199528e-07,9.271100571173229e-07,4.614334032436673e-06
P55,-3.733763876658677e-06,-7.848377131583419e-06,-4.339474670413286e-06,-3.37607114530463e-06,8.066631391182759e-07,-8.325432765623087e-06,2.9900575871571805e-06,-7.15749239522732e-06,-6.192717927971112e-06,8.043276225725294e-06
P56,-8.857870297473646e-06,2.2558523625182923e-06,-2.186072086058418e-07,-1.2433124232850523e-06,3.218984958073607e-06,7.473545816171856e-07,-8.634379731720879e-07,-7.683197064343287e-06,4.123791211667067e-06,4.668031596295882e-06
P57,7.889333170344486e-06,3.7929438047779225e-06,2.463146089171271e-06,-1.8403317133733723e-07,1.8626464144642365e-06,-3.6098373289228174e-06,-2.1969441914186714e-06,-4.903226971775464e-07,-3.4954968448610495e-06,-3.757776406750833e-06
P58,2.190211850801466e-06,-7.396230186987047e-07,-3.827809683692871e-06,-6.2133841127939024e-06,-5.046753006905994e-06,2.612614840381334e-06,2.173795779863237e-06,5.065491933552771e-07,-8.437548319480234e-07,1.6737668939936442e-06
P59,1.6451003357400677e-06,3.0452648488091933e-06,-6.601341878817099e-08,-5.881780387939606e-06,-4.378970793779706e-06,6.110892870325507e-06,-4.481854548504197e-06,-2.9663945241623747e-06,7.803031479036303e-06,5.298058937053198e-07
P60,6.443965405942446e-06,2.8042498982674936e-06,-1.5773740989566214e-06,3.5970672709766983e-06,7.978688432871918e-07,5.273032718711531e-06,1.1801861523407604e-06,6.254954647233799e-06,6.846548871839711e-06,-3.291657721470162e-07
P61,1.975485460869963e-06,-3.761057775075895e-06,-1.2886587463059357e-06,-6.855056806616378e-06,2.7523298404554214e-06,2.2119182872126916e-06,-3.952892349085729e-06,-2.027901401185229e-06,-3.8769213549244173e-07,2.5871556933018593e-06
P62,-8.407791684775593e-06,1.0526713636874923e-05,5.450540956315113e-06,3.8201735081333445e-06,-4.687505059097156e-06,6.7744548608275786e-06,1.4000415044634527e-05,-7.757304983724934e-06,2.78032368597399e-06,1.3704698695894831e-05
P63,4.080525265620763e-06,-1.9103157484668017e-06,3.202267781838642e-06,-1.4797060879142155e-06,-1.501188473311012e-06,4.356139917023345e-06,-2.526201109841924e-06,1.5239093617010683e-06,-4.148827148164566e-06,-6.465786802706958e-06
P64,-3.7876729873132172e-06,-6.191801618299364e-06,-6.798980256906217e-06,2.9039231734799987e-07,-1.1042769566859707e-05,-2.3851055394385557e-07,2.4871471701962957e-06,3.1163970750432953e-06,5.728160790856036e-06,9.058647070481175e-07
P65,-6.481462546558753e-06,-4.0043281235897115e-06,-1.13556045345381e-06,-2.3662487447471416e-06,-8.608280139871271e-06,-4.2372312778877444e-06,-4.154409748408788e-06,-1.6826206016193516e-06,4.360164746794676e-06,1.8878138904079812e-08
P66,2.057004607216214e-06,4.743072462782064e-06,1.0022236241476298e-06,-9.824900044467795e-06,-2.10437420554904e-06,-3.451622655668092e-06,-7.5606351376563785e-06,-2.371995749921306e-06,-1.5135773723609918e-06,-3.807216464407311e-06
P67,-1.44580225579625e-06,-1.6871407051213816e-06,1.1988366842218489e-06,-2.0894163856283827e-06,4.503642390238545e-06,4.427235331883365e-06,-4.231133617714543e-06,-1.1226121884480421e-06,-1.0653331509220148e-06,-3.6984156891812147e-06
P68,6.611865231367034e-06,-1.2300032189050823e-06,-3.5637465567704978e-06,1.3178237094945214e-06,1.0022637629738526e-05,-2.962482079444848e-07,-4.0654114471758455e-06,1.256005501514055e-05,-6.677526900540414e-06,-1.3541713829340741e-05
P69,-6.251990872531322e-06,1.4100812834381526e-06,-8.111626006266238e-07,-7.559846147627306e-07,5.2001728778563626e-06,-4.954244986730765e-06,-5.609195416854417e-06,-7.924470655806853e-07,3.0144835340983086e-06,-5.078342284333087e-07
P70,-2.67199822118568e-06,9.982922601028032e-07,-2.591512503760218e-06,2.5182731482459027e-06,3.6333921993531373e-06,-2.3843590273457996e-06,-3.4221098445458894e-06,-6.72342792267338e-06,3.336401680841851e-06,-4.1628502148877155e-06
P71,-4.4599605785714554e-06,-6.568675294190096e-06,-9.951921999165587e-06,2.2609530092417484e-06,-1.4087197529163086e-06,-2.98658616281703e-06,-4.434924254963571e-08,3.77616691659277e-06,4.185869372563551e-06,-3.152249886011866e-06
P72,7.956517313373426e-06,-6.215329136138653e-06,-3.2108432570203817e-06,-3.682038848929793e-06,-4.348962441170251e-06,3.655937154598124e-07,-1.211309746120665e-06,3.8629074485588815e-06,-4.3411897299468053e-07,-6.580494994585747e-08
P73,4.493276930454038e-06,2.6948628052721863e-07,3.3406061310205975e-06,1.6891750573836588e-07,-1.315792145064926e-07,-3.105262909224737e-06,-2.748150029536112e-07,-3.090889822139083e-06,-6.5939447704196625e-06,-3.061118685903719e-06
P74,-3.129382636176213e-08,-1.8177114362610987e-06,2.9244540312893595e-06,-4.09349116074092e-06,3.0209726953976516e-06,-4.67551830470866e-07,-5.1421230245759044e-06,-5.033118077850425e-06,-3.651449169107964e-06,-1.543163192824768e-06
P75,2.4196634665793326e-06,3.699735698630861e-06,-2.5737116631494895e-07,6.438130802009789e-06,-4.046232316454873e-06,1.2565931796540669e-06,6.867377708813581e-06,-1.1391942762015515e-06,1.763670057054116e-06,1.7011318054167357e-07
P76,-4.078100103833531e-06,-1.0803968762795445e-06,-8.715255590629621e-06,-5.065099229888202e-06,-8.527984491641104e-06,2.3310871215046196e-06,2.2566579305986333e-07,-7.582050476848472e-06,1.1715223555865692e-05,5.6069860867752905e-06
P77,7.148489496576702e-07,2.132507886518065e-06,-3.109316090751501e-06,2.7998385697372476e-06,3.4535012302780357e-07,1.1214852887266079e-07,5.4543845323091035e-06,2.451142690525571e-07,4.948923276765487e-06,7.2920766605845345e-06
P78,3.14227545827122e-06,-2.418726724385655e-06,1.4985699895829355e-06,-1.4221611686411509e-06,2.2439008594957502e-07,-5.628615131856999e-07,-2.45959208417803e-06,1.403513027579667e-07,-2.7895499347935617e-06,-1.961632787962468e-06
P79,3.157049325171926e-06,-1.228450186047087e-06,3.948978932825681e-06,-1.1010867090305689e-06,-4.5893486072105555e-06,1.269576060218303e-06,-3.952815046445962e-06,1.6140576848946656e-06,8.639853495477591e-07,-2.669660094888835e-06
P80,4.203540331473368e-06,-4.3388584554330937e-07,-6.005218414101103e-06,-6.05051614624945e-06,6.484098743979235e-06,-5.016492319657962e-07,-3.74661231386823e-06,5.22985038824252e-07,-2.984672007214236e-06,-4.509939585716448e-06
P81,9.540837532022475e-07,-6.310987532540699e-06,1.5536947117941171e-06,8.766178336418011e-08,2.356871488828899e-06,2.318807300529473e-06,-3.4265496947981475e-06,2.1828744770954e-06,-5.088663710150197e-06,-6.317442281564387e-06
P82,-1.9128499592562412e-07,-5.788575660975627e-06,-1.01889584283322e-06,6.289795200973734e-06,2.844619184141082e-07,7.208108991764239e-06,2.0552868310408454e-06,8.742580043354902e-07,-4.346554398679541e-06,-1.1161215745882623e-05
P83,-2.0125696663200098e-07,1.621828378830175e-06,-6.906559664097826e-06,-6.378034491017707e-06,-1.154901828464861e-06,-3.411626994698333e-06,-5.425278166483482e-06,6.143445450381568e-06,1.893651947879895e-06,-6.448222176128044e-06
P84,3.477974104101762e-06,-4.480073988966766e-06,-2.1692633062774967e-06,1.5210313980520604e-06,-2.904306819176373e-06,-3.40488571272984e-06,8.936605696795098e-06,-4.869466589072922e-06,-5.151334470149553e-06,8.355634405170795e-06
P85,6.437941468505199e-06,3.089264718147749e-06,4.468146394838375e-06,1.7990624987614025e-06,-1.3017068711501862e-05,3.367683757744079e-06,7.5308992609307525e-06,3.3840941117640125e-06,3.5013164576034954e-06,7.643074020771874e-06
P86,-2.8869850835290193e-06,-6.544662282546767e-09,-3.333464642712872e-06,-5.171119749951053e-06,8.167379948481753e-07,3.798127123380514e-07,-7.564753165472695e-06,2.097760130923834e-06,4.048311318551165e-06,-5.11834230540871e-06
P87,-2.8630412931949134e-06,-3.5324333874130534e-06,-1.6365103043936946e-06,9.696870293867202e-06,9.37762316443355e-06,-1.0030190556691964e-06,4.473343781068672e-06,2.55567223398812e-06,-1.3503213219007116e-05,-1.3977631131607024e-05
P88,-6.595079860169308e-06,-4.38125873248693e-06,8.744448679063341e-06,3.7226118377122787e-06,-2.4593476197920126e-06,-1.7787816531110207e-06,-2.689276298983097e-06,-4.671663796034294e-06,-4.216917557053586e-08,2.9385228892291125e-06
P89,-1.6933064900722748e-06,-2.257479237544345e-06,-3.267347530674968e-06,2.7866013100887542e-06,1.323366765912658e-06,-2.9524950590085932e-06,-1.3261635571388685e-06,3.014430385567612e-06,-1.072828657768725e-06,-6.320504470003294e-06
P90,-5.864452750189041e-06,-3.87488430495333e-06,1.440794961367147e-06,-2.8133004787887165e-07,1.0386006163956639e-05,-8.207964218907176e-06,-1.5270165853991519e-06,9.862902435474846e-06,-7.3327739317614275e-06,3.830743417846511e-06
P91,5.998688776796519e-06,3.2399651448752485e-06,2.551403403726056e-06,3.225931445013713e-06,8.457020106670605e-06,-7.696522593698556e-06,3.6406758246760196e-07,6.239686606307821e-06,-8.082444600302288e-06,-2.4233592298398177e-06
P92,5.996280066754286e-06,-1.8378238772346397e-07,1.6709351555293508e-06,-2.0904882117941275e-06,2.685427336664853e-09,4.7405245412168436e-06,-6.542605633072128e-06,-7.085030384806661e-07,4.269372639970309e-07,-8.783363246681568e-06
P93,-3.6897906925352904e-06,-1.1949223105692155e-06,6.501867038745987e-06,5.496550462808761e-06,-4.682487850422623e-06,3.317225655521906e-06,-2.856901709934233e-08,1.5133161122805072e-06,-3.49882159037581e-06,-8.332608777580322e-06
P94,1.4317709350395079e-06,-1.1196607538411282e-06,2.8321779272410586e-06,4.442462225673436e-07,3.6903163461741507e-06,7.836089274746826e-06,6.844607341719333e-07,-2.476283674387783e-06,2.3036138189778997e-06,4.542590671825916e-06
P95,4.191373012394937e-06,-1.5458002515061063e-06,5.201446900710726e-06,6.4649288008133575e-06,-4.3681877984824225e-06,5.234939498539848e-06,-1.2498005608609173e-06,-1.1835246806080126e-05,4.4453504108153295e-06,-2.9773003898539506e-06
P96,1.240022148282618e-06,-1.3917961160612047e-06,3.984555560796648e-06,5.697780856988048e-07,3.149470994364041e-07,-1.0519160148929937e-06,-1.2835147662655644e-06,1.0013166654055533e-06,1.2305160612907737e-07,3.461818357401443e-06
P97,5.61190629327355e-07,1.7192723955725304e-07,1.2169957030390996e-05,-9.837253765308416e-07,2.573939245736624e-06,2.032734357882999e-06,-3.897460422747502e-06,-7.01953850795975e-06,-5.36675013461602e-06,1.5539873724562062e-06
P98,-3.404150600265926e-06,-8.357121886247258e-07,-4.541790451169142e-06,7.953407452916347e-06,-3.102370606433615e-07,-7.061303473234517e-06,1.912179064688822e-06,-2.683140100809245e-06,4.872781670278855e-06,-1.6643171506114537e-07
P99,7.424363364251254e-07,-4.767777294809332e-06,-6.310009843948802e-06,1.5780096109213972e-06,-1.6098337230974137e-07,7.041537779956528e-07,3.0765917905493673e-06,3.3799919682497895e-06,-2.6952215322138384e-06,-4.279260905453672e-06
P100,8.7266027502727e-06,7.813687491542497e-07,6.364536967058947e-08,2.8798725973367377e-07,-3.688851895269099e-06,6.73005885264182e-06,4.608635076570997e-06,-3.0898348365827665e-06,6.175995965248019e-06,8.485155228210302e-06
P101,-5.070848750546342e-06,-3.9570799702255265e-06,5.24888447165511e-07,7.778694287502766e-06,-5.081404779157608e-06,-6.032608459737807e-06,8.297931667439694e-07,2.2120527174450267e-06,5.67319843427041e-06,2.9319577932468844e-06
P102,3.0154576857232076e-06,9.067729511717988e-07,-2.539246992792779e-06,1.6976363956099235e-06,4.098069221003916e-06,2.5997718076803953e-06,1.9739922255966645e-06,-4.385191958862286e-06,4.454022205910486e-06,4.556587100819473e-06
P103,1.0276316250629311e-05,1.5106299532101786e-06,4.4312441817658975e-07,3.518057089840331e-06,-3.2771339838851194e-07,2.8434266704025e-06,3.1258835907062256e-06,-3.857061476227788e-06,4.076528313118777e-06,4.190559734082677e-06
P104,4.775940840254714e-06,5.40632983858137e-06,-6.111622001998731e-06,4.428336444588232e-08,-2.2924648562637094e-06,-1.5900714524162121e-06,9.749325330413953e-07,5.828827789606429e-07,4.207736198481296e-06,-3.5792108139800973e-06
P105,4.136858437775436e-07,-3.82453851773939e-06,-6.0455192088317315e-06,-7.967343294232342e-07,7.412114268151408e-06,2.150863423075412e-06,-2.6326974853040216e-06,8.906388111498129e-06,-2.951787717323125e-06,-8.311942644966908e-06
P106,2.796893953938742e-06,1.3144141048113491e-06,-1.8159095336434507e-07,5.047989832358162e-06,1.4344333481391383e-06,-4.171665273490212e-06,1.2028261045074528e-06,6.006969183685138e-06,4.302924189933648e-06,3.751521893356844e-06
P107,2.1522198706588982e-06,2.1412725035010116e-06,1.582153642921383e-06,1.8886064080536743e-06,2.977488705827741e-07,4.925619458370529e-07,1.7105024054135318e-06,-2.4033110984515183e-06,3.015500065093593e-06,4.6733491640783885e-06
P108,-2.717129244637585e-06,-5.4335259103417514e-06,7.5283331655454176e-06,1.5660811079496666e-06,1.4212479715666867e-06,7.968544410674706e-06,-6.785233578194747e-06,3.2745264356223177e-07,-2.2482972857564465e-06,-8.72987929074955e-06
P109,7.666476794883137e-06,2.364376713323194e-06,3.7936997979300894e-07,-9.58652628164523e-08,-4.5265686313421304e-08,2.92794029071574e-06,-1.0255455578381473e-07,-3.844491050084377e-06,-1.732657651806551e-07,-2.8426419303552507e-06
P110,-6.1534151736390424e-06,-1.1373211696543881e-06,-3.5147448025359238e-06,-2.118113060174567e-06,3.4391424105563483e-06,6.283024479332563e-08,-1.9121043756578746e-06,-2.448117313680719e-06,4.943901423690828e-06,4.210328938872602e-06
P111,6.790859010895292e-06,4.462243817679885e-06,1.8484849284643135e-06,-5.757502578272191e-07,-2.5046019964899177e-06,-5.741602459786077e-06,1.804373387492039e-06,2.3321993720496117e-06,-7.127830175410622e-06,-3.609862423422267e-06
P112,-2.904456627790172e-06,2.7411155418920056e-06,2.5992347120212963e-06,1.6568263854999056e-06,-1.7835400444039915e-06,-4.343017643043787e-06,9.030285230544844e-07,-7.389931263695449e-06,-1.5537243887517858e-06,5.01336508265237e-07
P113,-6.952891002537322e-06,-1.7960987366362794e-06,-1.133738985376417e-05,-4.515753936616337e-06,6.820866709002574e-06,-5.711853333655216e-06,-8.412481965516501e-07,9.475075534638194e-06,2.646934661979135e-07,3.7848002491628913e-07
P114,1.0098647725819722e-05,7.138858881363449e-07,-6.675374895295403e-07,-2.359854834163642e-06,-4.792838178880541e-06,9.805456279165538e-07,6.259832544504903e-07,1.271803713367279e-06,-6.134731760637632e-07,-1.1733837197565008e-06
