,0,1,2,3,4,5,6,7,8,9
P37,-2.4016662919355987e-06,2.109899258790726e-06,3.2771041206515022e-06,-5.6017163726481485e-06,-1.2088185572546855e-06,1.9518298169814955e-06,-5.249639094109316e-06,6.957516128931323e-07,6.477803510194103e-06,-1.4744453734229896e-06
P38,3.2710083237852405e-07,3.355597719127744e-06,2.032213485658903e-06,3.6296987631891044e-06,-9.744349158683147e-07,2.1036341991288038e-06,3.1109123953637044e-07,7.123308175552059e-06,6.99492526861419e-07,5.520398021770343e-07
P39,-2.2424367768020194e-06,-8.864548511910183e-06,-3.423585321352243e-06,-3.7053629432587593e-06,4.793689614416197e-07,2.99118152388624e-06,-1.1284326091490584e-06,7.144405295538963e-07,6.805681235434085e-07,5.7233360937115766e-06
P40,3.5181614169561793e-06,1.463977578625359e-06,-1.3083594524076667e-06,4.163463602940414e-06,6.884909615584132e-06,-6.2216769204972424e-06,-2.0358432810102913e-06,5.760422581954129e-06,-4.0124265934259095e-06,1.1117101359691631e-06
P41,5.48012359624238e-07,3.264688400859484e-06,1.2836023238657997e-06,2.489743227982518e-07,-2.7881453544690627e-06,-6.3870769514182515e-06,1.0279897168687514e-06,3.4542566911018708e-06,-1.8389547571332084e-06,-1.4835285459074933e-06
P42,-2.0940223606070833e-06,1.294245363750305e-06,-5.74903072129045e-06,1.044599271130182e-06,-1.514313484261403e-06,-2.3027076977689097e-06,-2.922078473968355e-07,-8.881563869301212e-07,1.9757093265191598e-06,6.56191793997488e-08
P43,-1.5343850223724397e-06,-3.9695018441297716e-07,-1.5319871493764517e-06,-6.9839617888851175e-06,-2.5488364904189544e-06,-2.1101746201940557e-06,-4.712716374047246e-07,-2.7790480305646685e-06,5.495184761185735e-06,4.371228038433164e-07
P44,-3.0935577650430745e-06,-2.1764552657040429e-07,4.00811159249007e-06,-6.532293970065993e-06,-3.2178603966493465e-06,-1.5015162496709398e-06,-2.123743773444777e-07,7.349622934396883e-06,-1.4002319256462025e-06,-3.8657432758354426e-07
P45,-5.887461597060318e-07,-3.7463831790892623e-06,4.246705192627315e-06,-1.4971512708711983e-07,7.348187266357489e-06,6.40576898730522e-07,1.6234166867206854e-06,-1.353840712697542e-05,2.7165705724164005e-06,6.955585700018328e-06
P46,2.968273545087951e-07,-9.877919619993045e-06,-9.80253363773071e-06,-2.8399769597279646e-06,2.045423236192456e-06,-1.5456437699384396e-06,-2.292617352364038e-06,-1.1232011321791991e-06,1.9931513739019583e-06,6.44582915507359e-06
P47,-1.3901940272730744e-06,-3.2435888399038617e-06,2.3740271923032336e-06,-2.6684202047912056e-06,3.1248996561772933e-06,-4.345325147991403e-06,9.120987723252737e-07,1.4354883832885383e-06,1.5729320577155992e-06,8.137638577284387e-06
P48,4.724268863540051e-06,-5.1849079960386915e-06,-1.1187246830984091e-05,-2.4533499853735528e-06,-8.286186430973478e-06,-2.5017673237575614e-06,-2.2661786891108797e-06,-1.1095400911087776e-06,-5.461848977680265e-07,-6.016292918950832e-06
P49,3.796179071617427e-06,-3.932965883369653e-06,3.8282021522494396e-06,1.7744600872039717e-06,6.07522593599444e-06,2.9704753321900383e-06,-5.287404209740039e-06,-1.6686406925606623e-06,4.742374247554567e-07,2.162958922037096e-06
P50,-2.4095133731812427e-06,1.0979651657922113e-06,1.2806943794303668e-06,-2.7176729394916006e-06,-8.273440045946994e-06,3.8554990231357575e-06,4.392246812475278e-06,-1.4723669982527534e-06,-1.3773052608387934e-06,-4.789751730626638e-06
P51,-6.307944191974408e-06,-5.7933475955003195e-06,1.3354390154184873e-06,-5.429157161841204e-06,-9.087426502295195e-07,7.130553785011061e-07,2.4660112133708485e-07,-1.3640952543967868e-06,-1.238896653662266e-06,4.0889188039004406e-06
P52,3.125110058454139e-06,5.924167500567703e-07,-6.996890994303781e-07,2.8995985767482266e-06,2.496237350417286e-06,2.0812256178678087e-06,3.2235045753748696e-06,-1.2132994622804648e-05,7.289089910212634e-06,3.8077730426483263e-06
P53,8.296900501232314e-07,-4.459638062929213e-06,-7.085488269674439e-06,-3.0394421355685634e-06,6.484517601205346e-06,-6.583191797594518e-07,-2.1411341533099804e-06,-1.3431558780501634e-06,3.480475338993197e-06,4.5385140720204695e-06
P54,-7.397300031996071e-07,-2.152952275514251e-06,5.983161171290059e-06,-2.7889146615901078e-06,-2.207286529368294e-06,1.927873084214284e-06,-1.561758488658946e-07,5.902575740584438e-06,1.139592456131074e-06,3.4879735888161093e-06
P55,8.659107866942049e-07,-6.895422186107831e-07,-9.901315764466331e-06,-2.133177872079697e-06,-2.5121720014425813e-07,2.431176764052835e-06,5.09406848355886e-07,-2.194075378486086e-06,9.438353057111934e-06,2.7964281412259278e-06
P56,-2.139721260899734e-06,4.74005591484327e-06,-1.4531189333856156e-06,-3.934371448076758e-06,2.0086230946610845e-06,-7.373396470894281e-07,1.7032086238533346e-06,9.183911626008524e-06,-2.1976699464908676e-07,-1.2561512950135618e-06
P57,-2.876466981979525e-06,3.0380854777221434e-06,4.395186483753286e-06,-2.2223813494833705e-07,1.545300135279517e-06,-3.008051624617676e-06,1.531629334536994e-07,4.303686305188396e-06,-6.417509069690471e-07,2.092955328932694e-06
P58,-6.506290569969299e-06,3.167495693181697e-06,-5.331100510652014e-07,-2.4551708742192636e-06,-1.6349882633884196e-07,1.025177075860903e-07,-2.050597647678575e-06,7.05976761220759e-06,1.7933316192555353e-06,7.707883207643332e-07
P59,-3.5346070337263964e-06,-9.190915591011711e-07,3.3872522688954297e-06,-1.7441371832234692e-06,-6.44825502815955e-07,4.2093627628812845e-06,-1.7219056865928537e-06,-8.688915466196172e-07,4.2328314905151765e-06,2.8523932345945373e-06
P60,6.075887436089998e-06,1.5804721037189062e-06,2.2703332750029356e-06,3.1837186273144208e-06,3.255827688082916e-06,2.5465859137385055e-06,-8.44332556952849e-07,2.8383722417436977e-06,9.454024353094405e-07,-5.680761079133187e-07
P61,-3.242362612928976e-07,-4.101384488917057e-06,3.61753120682476e-06,2.670097633818239e-06,5.5572774595723e-07,2.9235124392579367e-06,3.3060941065660306e-06,-8.846684254342982e-06,1.692547957118885e-06,6.114873427598248e-06
P62,-3.854251196966081e-06,-6.583068821287104e-07,3.312285010705139e-06,-2.8560587881633305e-06,-6.13157550799384e-06,3.590022167757902e-06,-1.718226164386914e-06,-8.094378131039115e-07,6.716156534721527e-07,-2.68283198884842e-06
P63,6.7214155506395315e-06,-1.398671980666372e-06,-2.8540007631192466e-06,3.898208631217536e-06,-1.1827342721825427e-06,-7.093069939151484e-07,7.356622217712062e-07,3.2283162452570224e-06,-2.022116130185128e-06,-1.1325706523733253e-06
P64,-1.7897789732562665e-06,7.974252320818863e-07,4.9336506790271536e-06,-2.7038464258609916e-06,5.427242832464193e-06,-5.290400318732887e-06,-1.5784145183318137e-06,7.099649817731411e-08,7.880564366288551e-07,4.1115824580110235e-06
P65,-7.003455198960855e-06,6.451135192403587e-07,3.5311543955417657e-06,-4.170387638244863e-07,6.322656371916357e-08,5.913177335036923e-06,-3.1825300464001743e-06,3.589585864863861e-06,-3.8046119095302543e-06,-2.8078105713459536e-06
P66,-1.8165949930034047e-06,-4.186745864565467e-06,2.596846665563993e-06,2.670606709811866e-06,-3.0915921107958202e-06,3.722301274248363e-06,8.765884035820718e-06,-6.266049742143995e-06,-1.4506015514091164e-06,6.067249545480533e-06
P67,-6.896458693757967e-06,2.2248195766786565e-07,-1.1917737294809259e-07,-3.6450466011769746e-06,-3.520623140175304e-06,9.996491893420653e-06,-1.937838009321961e-06,-4.598293814397534e-06,5.273772604600822e-06,-2.2842606093205486e-06
P68,-6.005744065845051e-06,-3.615199960785992e-06,9.716959067661063e-07,-3.1291948310439746e-06,3.0232370411145215e-06,7.750853370765761e-07,-5.2136588033238574e-06,2.1576116874513687e-07,1.2751498377339262e-07,2.955884754379367e-06
P69,-2.2498046305864823e-06,5.0348996218865945e-06,5.007798785995371e-07,1.694585603463129e-06,2.048902889533285e-06,-4.369111184985804e-06,-5.328143427666689e-07,-9.608136381821967e-07,3.989398749287853e-06,2.389672230480801e-06
P70,-8.5556106496664e-08,-3.2041696031314846e-06,1.5830325449268245e-06,2.5549822901398155e-06,-5.762682206184586e-06,2.5843519289806417e-06,6.9910888379497746e-06,-2.263688615412212e-06,-4.042002374097988e-06,1.4006824407857194e-06
P71,-7.26267895583002e-06,-4.945069155856891e-06,4.6834533995917925e-06,-7.5798659719625305e-06,-3.1963495736829224e-06,4.537619285559778e-07,-5.3404993622717205e-06,2.4012677566147245e-06,1.9718132895632707e-06,3.2294051830362037e-06
P72,-1.0476372859480581e-06,3.0725043967688866e-06,-1.8770430947307826e-07,8.250335711192255e-08,3.3634445113715197e-06,-1.6677502031322915e-06,-6.090881449493437e-06,-3.400317018571267e-06,3.5981047269238037e-06,-1.9108805342878316e-06
P73,1.2991589215627201e-06,2.1163186151956738e-06,1.3366364883729413e-06,-6.721728664986943e-06,3.4487322544843953e-06,2.022730018633233e-06,-2.916927824414897e-06,2.8209961776756585e-06,5.8586828330603555e-06,-8.593770861683612e-07
P74,3.1104402866427724e-07,-4.2002962659184215e-06,-5.653117400014374e-06,2.560151565480194e-06,1.9966636388915474e-06,8.314471062641275e-06,-3.7218462871431066e-06,1.0392758501839372e-07,3.5987534896457876e-06,1.9387408728903746e-06
P75,-1.0473973524547373e-06,-2.6305297922870198e-06,1.5478902057100406e-06,-3.5530594378302524e-06,-3.0537394975763328e-06,-3.93347232269535e-06,-4.853694059150595e-06,-2.221278374027488e-06,-1.965066607189964e-06,-3.1003304172964093e-06
P76,4.3196539421202324e-06,6.162088305967993e-07,3.2743353551805923e-06,-1.7453903253907607e-06,3.487915666611804e-07,-1.1425466213199956e-06,1.7051735044956132e-06,4.8927376269517945e-06,-1.0881446826236838e-06,-3.797665835548309e-07
P77,-9.216977094050216e-06,7.934200908589375e-06,1.0087288219091023e-06,3.3244368225497005e-06,2.6005328564260386e-06,6.900103818125271e-06,-8.871948809966281e-07,3.2534349746541865e-06,7.023789461448569e-07,-2.003337518486617e-06
P78,2.276320685643679e-07,-9.985863624503407e-06,-2.2070703830482405e-07,-2.857083167551991e-06,1.7612864010595783e-06,5.783117908791328e-07,-9.03970611080033e-06,-2.438643734848744e-07,1.2877810884235849e-06,4.107029423220309e-06
P79,-2.0891904531359414e-06,3.6733380162288208e-06,-6.603465484101667e-06,1.7977529605727675e-06,1.970123028042787e-06,-2.708715005407693e-06,-4.763278797206751e-07,2.4536446392344337e-06,-2.0598785398532812e-07,-1.3606649612326162e-06
P80,-1.980021622431389e-06,3.2370624154701003e-06,4.10645841764887e-06,8.268176774361719e-07,3.3752793713035846e-06,-2.096453339901197e-06,4.432139857002187e-06,1.8816313933964739e-06,-4.041910351947346e-06,1.3607800356677858e-06
P81,-7.552629536492406e-07,-2.252314101659238e-06,1.8973692091304035e-06,5.115326657241683e-06,2.191211425038277e-06,4.961485432910281e-06,-2.9389011923258604e-07,-2.80452472526722e-07,9.817100186977493e-07,4.95895856585045e-06
P82,-3.914114270023636e-06,6.70716769670017e-07,-9.338020379871846e-07,-6.676309021349635e-07,3.385751038967842e-06,-2.3475708173727628e-06,-9.896746970581378e-07,-3.1262327450153282e-06,1.0885841905753637e-06,2.2597528797134946e-06
P83,-1.09282091929105e-06,-1.4363027883404662e-06,7.854857492352552e-07,3.4813679754079597e-06,1.7596666070894009e-06,-2.65593305325454e-06,-3.909743868914321e-06,2.8947233905262895e-06,1.5973490831638426e-06,5.290196071401165e-06
P84,1.341387379343934e-06,-3.944652807986136e-07,-6.7503490592535624e-06,7.529241890320479e-07,8.798662933059325e-07,2.8326110219814137e-07,2.445120747354289e-06,-5.044462894418815e-06,6.778080740146972e-06,3.982110385432921e-06
P85,-5.514062291870557e-06,-2.0758191266278918e-06,6.057993992190369e-06,3.4265614761136e-07,-7.503022804745409e-07,3.4809826560464995e-06,5.005246863517513e-07,-3.0131724800509866e-06,-3.863255780204742e-06,8.995170829729083e-07
P86,4.786239052252607e-06,-2.5668877809628004e-06,-1.883641493204255e-06,2.0613396947141227e-06,-7.3325123177030486e-06,-3.2049474333494714e-07,-1.974589155449326e-06,-1.1299097990073671e-06,-3.625591004888847e-06,-6.540393671221139e-06
P87,3.62050389886485e-06,1.006446042422463e-06,5.306278729263228e-07,2.004534371146836e-08,7.1535620338605095e-06,-1.541612842624146e-06,-1.4682754067007748e-06,2.2334665798276883e-06,1.2724649551915058e-06,1.9673045865008405e-06
P88,-5.564946692566898e-06,1.6917746991343863e-06,-7.497957216468903e-06,4.417555344568558e-06,4.282230590084689e-06,4.326402659802771e-06,-2.6327430276792854e-06,-4.4723402427277034e-07,-2.448455983841127e-07,-7.478071505398714e-07
P89,-1.4543911656070296e-06,5.697841905015358e-06,-8.498969006909691e-06,5.160317240036796e-06,1.5423467787112897e-06,-6.959756521549248e-06,8.517981926419555e-07,5.125608380006193e-06,-2.3821005443600473e-06,-1.269643300743598e-06
P90,-3.8069406017628973e-06,-2.6322548471135977e-06,9.055396140265231e-07,-5.6181664343299e-06,-6.66963893433098e-06,-1.9230191303162836e-06,2.923745372373956e-06,-9.0770871411197e-07,-1.127394592935981e-06,1.872452537999246e-07
P91,7.197518303493026e-06,-2.1686185862847176e-06,8.295481534122026e-07,5.019167973619782e-06,-3.871681866080137e-06,-5.356234739468512e-06,4.100411118662e-06,-2.479747875392096e-06,-1.958208119164789e-06,1.9243022552528806e-06
P92,3.442452160029862e-06,5.500911605986415e-07,-2.488032426764379e-06,-6.898587651855726e-06,-4.791711016941723e-06,1.334543885594925e-06,2.728203957771914e-08,4.5403763300395125e-06,1.1883396652798465e-06,-6.23315972960787e-06
P93,3.1648762012806376e-06,-1.6118694170084882e-06,-1.6553704094413702e-06,1.2880605489052775e-06,4.783084351709277e-06,-2.905404094645048e-07,-6.109009752995305e-07,-1.0174576202822788e-06,-2.497742790946711e-06,-3.0236537137880723e-07
P94,7.793645581310115e-07,-4.071573054996436e-06,1.895424766735465e-06,-8.055192343476653e-06,-8.119580460057307e-07,-2.309056771316307e-06,1.5756512456528617e-07,1.5927212716070776e-06,-4.044630446881146e-07,8.829661187704434e-07
P95,-1.644154492524947e-06,-1.8633888907000303e-06,3.370588703407193e-06,1.9483627329322756e-06,-9.671544020534997e-07,-3.508922740152646e-06,-3.428962248758628e-06,2.6359081251749574e-06,-8.75541359510667e-07,3.314438791764834e-06
P96,2.667077580164603e-06,8.206776355149841e-07,-3.480381794550809e-06,-1.6165202416989967e-06,2.594081466599277e-07,-2.1837525018681932e-06,4.311525858045293e-06,9.618250496741624e-07,-6.008020442855471e-07,-4.934298307946111e-07
P97,-1.968355662250904e-06,-7.268797626714622e-06,-2.066052301136136e-06,-5.745552861055473e-07,-2.8136717969154076e-06,5.669193917664156e-06,-1.3403955295118231e-06,-4.398221836070341e-06,-2.4510922165695524e-07,1.3045271575550616e-06
P98,-3.013899689058232e-06,-2.655139302451526e-06,-1.6586123128772444e-06,4.6139585917808683e-07,-1.2413453520859015e-06,-2.7305525990370817e-06,-7.613038947467711e-07,1.143529579090906e-06,-1.5794083835952034e-06,2.70275856916949e-06
P99,-1.0014742697948094e-06,-8.590338074215701e-07,-1.4255025987351395e-07,-2.6117332484198465e-06,9.710757679345954e-06,1.0265399353178426e-05,-9.643355170085985e-07,-1.685708822631634e-07,3.313007389380083e-06,2.178068041769029e-06
P100,-3.3820050621905374e-06,-2.938916888099263e-07,1.4220288570052601e-06,-2.4183266205323947e-08,1.203381912122175e-06,-4.697443746652717e-08,-3.511263438386815e-07,4.910317156127863e-06,1.679739576121626e-06,5.193986461362698e-06
P101,-9.377952836031947e-07,3.9698676880760004e-06,-2.5670381934719355e-06,2.5760792494987654e-06,-4.2417511128674484e-06,-2.433805840775519e-06,2.8434948351988986e-06,3.5083434440306147e-06,-3.904920717628002e-07,-1.3058559226470506e-06
P102,4.173945139215212e-06,6.023703443864268e-06,1.5395939540027346e-06,7.139742286146422e-07,-1.1326389748197128e-06,-1.4819065300048255e-06,2.881018019586977e-06,5.879204483088613e-06,1.0030736725197623e-06,-2.5079910228735817e-06
P103,-3.813495739014508e-06,-2.180835427657618e-06,4.012794653037181e-06,-3.0637209619793337e-06,2.9776300360300834e-06,9.452532242425362e-06,-3.56205333284124e-06,-4.383887248757105e-06,-4.815716956318994e-07,-2.618448328659754e-06
P104,-3.0301768473417056e-06,2.0819401347847146e-06,3.8996761862315304e-06,1.1089508141033037e-06,2.598927577315011e-06,-1.7297391355888445e-06,4.370489542698602e-07,-5.929947860153732e-06,-2.340482594446482e-06,-5.735579031586444e-07
P105,-2.077577639747057e-06,5.283816028252481e-06,-4.280581677401727e-07,2.8806978480182494e-06,8.76374593223808e-06,-4.7286943182219346e-06,-1.0881381690030947e-07,6.950598871012113e-08,-1.07698970337435e-06,1.7489252421418384e-06
P106,2.1300119706048e-06,4.743156583056883e-06,-4.277700769506361e-06,8.600044463036381e-07,-1.7984108303874897e-06,-1.2196485077954817e-07,3.3409089738481814e-06,5.166775918758861e-06,9.56981650112904e-07,-2.6962649250325435e-06
P107,2.1204925945532416e-07,2.6784020380493808e-06,-2.990026088290623e-06,-1.0308116898721711e-07,6.713412922398519e-07,-8.856428473270764e-07,-1.3503155874182915e-06,-1.8826132754580114e-06,-6.021283967073748e-07,-4.624514355184802e-06
P108,2.5732624376492122e-06,8.15915437460033e-07,-1.975282216571612e-06,-1.3237359080620146e-06,6.915480100609737e-06,-4.723713704103021e-06,-5.310015164718861e-06,-9.019235210899954e-06,3.4779322112820656e-06,-1.1767997025015158e-06
P109,-2.8596993491041478e-06,-3.5139229464804366e-07,-6.523326955366676e-07,6.449530611842284e-07,-7.1812600072397896e-06,3.913705516978716e-06,-2.528548099958879e-06,-2.044346873126586e-06,4.426270034924083e-06,-1.1687527221202702e-06
P110,5.064975311407609e-06,4.3879179336114025e-06,-2.0918938459507782e-06,1.160439464119008e-06,-1.9931670322168808e-06,-6.2665005951119504e-06,2.4779961537940796e-06,6.610334741407274e-06,-4.065373999840032e-06,-4.821949609773262e-06
P111,3.016465763267445e-06,2.7006328799452934e-06,2.597529172547675e-06,1.6940287418153795e-06,2.2849444769499846e-06,3.525508897669194e-06,-3.7393981843216145e-07,8.490659521319266e-06,5.843005977770638e-07,-8.355593530110948e-08
P112,4.373872346385022e-07,-2.1200199366899265e-06,-1.9473716170766565e-06,1.3701664703504935e-06,1.0810918767943385e-06,-2.054500809877297e-06,-1.6366774176246627e-06,3.854961862091963e-06,-4.6440413758098336e-06,-4.7559392296934273e-07
P113,7.315043864128076e-07,1.9193959676387976e-06,1.291380411572033e-06,-7.207547538801964e-07,-3.1945715567976963e-06,9.629015916156778e-07,2.5912467743741856e-06,3.4644514219193284e-07,-2.7981934447153067e-06,-4.465327561294975e-06
P114,2.7498407322935133e-06,3.6966149232767133e-06,5.545465012873749e-07,4.804849672914455e-08,-5.867074232560884e-06,-1.4814248303594846e-07,3.3000965694850463e-06,2.903368471631146e-06,-1.1187442867522236e-06,-5.061977383646074e-06
